Data Download from NCSES Interactive Data Tool,,,,,
,,,,,
Filters,Selected values,,,,
2015,University of Pennsylvania,Science,Pharmacology and toxicology,Total for selected values,60
2015,University of Pennsylvania,Science,Pharmacology and toxicology,Female,34
2015,University of Pennsylvania,Science,Pharmacology and toxicology,Male,26
2015,University of Pennsylvania,Science,Physics,Total for selected values,104
2015,University of Pennsylvania,Science,Physics,Female,27
2015,University of Pennsylvania,Science,Physics,Male,77
2015,University of Pennsylvania,Science,Political science and government,Total for selected values,216
2015,University of Pennsylvania,Science,Political science and government,Female,100
2015,University of Pennsylvania,Science,Political science and government,Male,116
2015,University of Pennsylvania,Science,"Psychology, general",Total for selected values,59
2015,University of Pennsylvania,Science,"Psychology, general",Female,33
2015,University of Pennsylvania,Science,"Psychology, general",Male,26
2015,University of Pennsylvania,Science,Social sciences not elsewhere classified,Total for selected values,136
2015,University of Pennsylvania,Science,Social sciences not elsewhere classified,Female,74
2015,University of Pennsylvania,Science,Social sciences not elsewhere classified,Male,62
2015,University of Pennsylvania,Science,Sociology,Total for selected values,69
2015,University of Pennsylvania,Science,Sociology,Female,44
2015,University of Pennsylvania,Science,Sociology,Male,25
2015,University of Pennsylvania,Science,Statistics,Total for selected values,28
2015,University of Pennsylvania,Science,Statistics,Female,4
2015,University of Pennsylvania,Science,Statistics,Male,24
2015,University of Pennsylvania,Engineering,Total for selected values,Total for selected values,721
2015,University of Pennsylvania,Engineering,Architecture,Total for selected values,26
2015,University of Pennsylvania,Engineering,Architecture,Female,10
2015,University of Pennsylvania,Engineering,Architecture,Male,16
2015,University of Pennsylvania,Engineering,Biomedical engineering,Total for selected values,190
2015,University of Pennsylvania,Engineering,Biomedical engineering,Female,86
2015,University of Pennsylvania,Engineering,Biomedical engineering,Male,104
2015,University of Pennsylvania,Engineering,Chemical engineering,Total for selected values,97
2015,University of Pennsylvania,Engineering,Chemical engineering,Female,30
2015,University of Pennsylvania,Engineering,Chemical engineering,Male,67
2015,University of Pennsylvania,Engineering,Electrical engineering,Total for selected values,84
2015,University of Pennsylvania,Engineering,Electrical engineering,Female,14
2015,University of Pennsylvania,Engineering,Electrical engineering,Male,70
2015,University of Pennsylvania,Engineering,Mechanical engineering,Total for selected values,212
2015,University of Pennsylvania,Engineering,Mechanical engineering,Female,44
2015,University of Pennsylvania,Engineering,Mechanical engineering,Male,168
2015,University of Pennsylvania,Engineering,Metallurgical and materials engineering,Total for selected values,112
2015,University of Pennsylvania,Engineering,Metallurgical and materials engineering,Female,23
2015,University of Pennsylvania,Engineering,Metallurgical and materials engineering,Male,89
2015,Yale University,Total for selected values,Total for selected values,Total for selected values,"2,058"
2015,Yale University,Science,Total for selected values,Total for selected values,"1,841"
2015,Yale University,Science,Agricultural sciences,Total for selected values,63
2015,Yale University,Science,Agricultural sciences,Female,36
2015,Yale University,Science,Agricultural sciences,Male,27
2015,Yale University,Science,Anthropology,Total for selected values,75
2015,Yale University,Science,Anthropology,Female,50
2015,Yale University,Science,Anthropology,Male,25
2015,Yale University,Science,Astronomy and astrophysics,Total for selected values,25
2015,Yale University,Science,Astronomy and astrophysics,Female,7
2015,Yale University,Science,Astronomy and astrophysics,Male,18
2015,Yale University,Science,Biochemistry,Total for selected values,21
2015,Yale University,Science,Biochemistry,Female,14
2015,Yale University,Science,Biochemistry,Male,7
2015,Yale University,Science,Biometry and epidemiology,Total for selected values,83
2015,Yale University,Science,Biometry and epidemiology,Female,56
2015,Yale University,Science,Biometry and epidemiology,Male,27
2015,Yale University,Science,Biophysics,Total for selected values,62
2015,Yale University,Science,Biophysics,Female,29
2015,Yale University,Science,Biophysics,Male,33
2015,Yale University,Science,Biosciences not elsewhere classified,Total for selected values,30
2015,Yale University,Science,Biosciences not elsewhere classified,Female,13
2015,Yale University,Science,Biosciences not elsewhere classified,Male,17
2015,Yale University,Science,Cell and molecular biology,Total for selected values,131
2015,Yale University,Science,Cell and molecular biology,Female,68
2015,Yale University,Science,Cell and molecular biology,Male,63
2015,Yale University,Science,Chemistry,Total for selected values,170
2015,Yale University,Science,Chemistry,Female,68
2015,Yale University,Science,Chemistry,Male,102
2015,Yale University,Science,Computer sciences,Total for selected values,58
2015,Yale University,Science,Computer sciences,Female,18
2015,Yale University,Science,Computer sciences,Male,40
2015,Yale University,Science,Ecology,Total for selected values,33
2015,Yale University,Science,Ecology,Female,14
2015,Yale University,Science,Ecology,Male,19
2015,Yale University,Science,Economics (except agricultural),Total for selected values,149
2015,Yale University,Science,Economics (except agricultural),Female,53
2015,Yale University,Science,Economics (except agricultural),Male,96
2015,Yale University,Science,Genetics,Total for selected values,48
2015,Yale University,Science,Genetics,Female,27
2015,Yale University,Science,Genetics,Male,21
2015,Yale University,Science,Geosciences,Total for selected values,51
2015,Yale University,Science,Geosciences,Female,24
2015,Yale University,Science,Geosciences,Male,27
2015,Yale University,Science,History and philosophy of science,Total for selected values,6
2015,Yale University,Science,History and philosophy of science,Female,5
2015,Yale University,Science,History and philosophy of science,Male,1
2015,Yale University,Science,Linguistics,Total for selected values,19
2015,Yale University,Science,Linguistics,Female,7
2015,Yale University,Science,Linguistics,Male,12
2015,Yale University,Science,Mathematics and applied mathematics,Total for selected values,36
2015,Yale University,Science,Mathematics and applied mathematics,Female,4
2015,Yale University,Science,Mathematics and applied mathematics,Male,32
2015,Yale University,Science,"Microbiology, immunology, and virology",Total for selected values,76
2015,Yale University,Science,"Microbiology, immunology, and virology",Female,43
2015,Yale University,Science,"Microbiology, immunology, and virology",Male,33
2015,Yale University,Science,Neurobiology and neuroscience,Total for selected values,68
2015,Yale University,Science,Neurobiology and neuroscience,Female,37
2015,Yale University,Science,Neurobiology and neuroscience,Male,31
2015,Yale University,Science,Pathology,Total for selected values,16
2015,Yale University,Science,Pathology,Female,13
2015,Yale University,Science,Pathology,Male,3
2015,Yale University,Science,Pharmacology and toxicology,Total for selected values,26
2015,Yale University,Science,Pharmacology and toxicology,Female,12
2015,Yale University,Science,Pharmacology and toxicology,Male,14
2015,Yale University,Science,Physics,Total for selected values,152
2015,Yale University,Science,Physics,Female,37
2015,Yale University,Science,Physics,Male,115
2015,Yale University,Science,Physiology,Total for selected values,20
2015,Yale University,Science,Physiology,Female,10
2015,Yale University,Science,Physiology,Male,10
2015,Yale University,Science,Political science and government,Total for selected values,156
2015,Yale University,Science,Political science and government,Female,75
2015,Yale University,Science,Political science and government,Male,81
2015,Yale University,Science,"Psychology, general",Total for selected values,81
2015,Yale University,Science,"Psychology, general",Female,49
2015,Yale University,Science,"Psychology, general",Male,32
2015,Yale University,Science,Social sciences not elsewhere classified,Total for selected values,104
2015,Yale University,Science,Social sciences not elsewhere classified,Female,66
2015,Yale University,Science,Social sciences not elsewhere classified,Male,38
2015,Yale University,Science,Sociology,Total for selected values,48
2015,Yale University,Science,Sociology,Female,24
2015,Yale University,Science,Sociology,Male,24
2015,Yale University,Science,Statistics,Total for selected values,34
2015,Yale University,Science,Statistics,Female,16
2015,Yale University,Science,Statistics,Male,18
2015,Yale University,Engineering,Total for selected values,Total for selected values,217
2015,Yale University,Engineering,Biomedical engineering,Total for selected values,67
2015,Yale University,Engineering,Biomedical engineering,Female,33
2015,Yale University,Engineering,Biomedical engineering,Male,34
2015,Yale University,Engineering,Chemical engineering,Total for selected values,65
2015,Yale University,Engineering,Chemical engineering,Female,20
2015,Yale University,Engineering,Chemical engineering,Male,45
2015,Yale University,Engineering,Electrical engineering,Total for selected values,47
2015,Yale University,Engineering,Electrical engineering,Female,11
2015,Yale University,Engineering,Electrical engineering,Male,36
2015,Yale University,Engineering,Mechanical engineering,Total for selected values,38
2015,Yale University,Engineering,Mechanical engineering,Female,5
2015,Yale University,Engineering,Mechanical engineering,Male,33
2014,Total for selected values,Total for selected values,Total for selected values,Total for selected values,"38,116"
2014,Brown University,Total for selected values,Total for selected values,Total for selected values,"1,473"
2014,Brown University,Science,Total for selected values,Total for selected values,"1,274"
2014,Brown University,Science,Anthropology,Total for selected values,53
2014,Brown University,Science,Anthropology,Female,40
2014,Brown University,Science,Anthropology,Male,13
2014,Brown University,Science,Biology,Total for selected values,201
2014,Brown University,Science,Biology,Female,114
2014,Brown University,Science,Biology,Male,87
2014,Brown University,Science,Biometry and epidemiology,Total for selected values,62
2014,Brown University,Science,Biometry and epidemiology,Female,42
2014,Brown University,Science,Biometry and epidemiology,Male,20
2014,Brown University,Science,Chemistry,Total for selected values,80
2014,Brown University,Science,Chemistry,Female,32
2014,Brown University,Science,Chemistry,Male,48
2014,Brown University,Science,Communication,Total for selected values,17
2014,Brown University,Science,Communication,Female,6
2014,Brown University,Science,Communication,Male,11
2014,Brown University,Science,Computer sciences,Total for selected values,125
2014,Brown University,Science,Computer sciences,Female,30
2014,Brown University,Science,Computer sciences,Male,95
2014,Brown University,Science,Economics (except agricultural),Total for selected values,76
2014,Brown University,Science,Economics (except agricultural),Female,25
2014,Brown University,Science,Economics (except agricultural),Male,51
2014,Brown University,Science,Geosciences,Total for selected values,51
2014,Brown University,Science,Geosciences,Female,20
2014,Brown University,Science,Geosciences,Male,31
2014,Brown University,Science,Mathematics and applied mathematics,Total for selected values,109
2014,Brown University,Science,Mathematics and applied mathematics,Female,35
2014,Brown University,Science,Mathematics and applied mathematics,Male,74
2014,Brown University,Science,Multidisciplinary and interdisciplinary studies,Total for selected values,24
2014,Brown University,Science,Multidisciplinary and interdisciplinary studies,Female,16
2014,Brown University,Science,Multidisciplinary and interdisciplinary studies,Male,8
2014,Brown University,Science,Neurobiology and neuroscience,Total for selected values,59
2014,Brown University,Science,Neurobiology and neuroscience,Female,29
2014,Brown University,Science,Neurobiology and neuroscience,Male,30
2014,Brown University,Science,Physics,Total for selected values,100
2014,Brown University,Science,Physics,Female,13
2014,Brown University,Science,Physics,Male,87
2014,Brown University,Science,Political science and government,Total for selected values,100
2014,Brown University,Science,Political science and government,Female,50
2014,Brown University,Science,Political science and government,Male,50
2014,Brown University,Science,Psychology not elsewhere classified,Total for selected values,40
2014,Brown University,Science,Psychology not elsewhere classified,Female,16
2014,Brown University,Science,Psychology not elsewhere classified,Male,24
2014,Brown University,Science,Social sciences not elsewhere classified,Total for selected values,125
2014,Brown University,Science,Social sciences not elsewhere classified,Female,87
2014,Brown University,Science,Social sciences not elsewhere classified,Male,38
2014,Brown University,Science,Sociology,Total for selected values,52
2014,Brown University,Science,Sociology,Female,36
2014,Brown University,Science,Sociology,Male,16
2014,Brown University,Engineering,Total for selected values,Total for selected values,199
2014,Brown University,Engineering,Engineering not elsewhere classified,Total for selected values,199
2014,Brown University,Engineering,Engineering not elsewhere classified,Female,56
2014,Brown University,Engineering,Engineering not elsewhere classified,Male,143
2014,Columbia University in the City of New York,Total for selected values,Total for selected values,Total for selected values,"5,614"
2014,Columbia University in the City of New York,Science,Total for selected values,Total for selected values,"3,385"
2014,Columbia University in the City of New York,Science,Anthropology,Total for selected values,127
2014,Columbia University in the City of New York,Science,Anthropology,Female,83
2014,Columbia University in the City of New York,Science,Anthropology,Male,44
2014,Columbia University in the City of New York,Science,Astronomy and astrophysics,Total for selected values,27
2014,Columbia University in the City of New York,Science,Astronomy and astrophysics,Female,13
2014,Columbia University in the City of New York,Science,Astronomy and astrophysics,Male,14
2014,Columbia University in the City of New York,Science,Biochemistry,Total for selected values,15
2014,Columbia University in the City of New York,Science,Biochemistry,Female,4
2014,Columbia University in the City of New York,Science,Biochemistry,Male,11
2014,Columbia University in the City of New York,Science,Biology,Total for selected values,102
2014,Columbia University in the City of New York,Science,Biology,Female,56
2014,Columbia University in the City of New York,Science,Biology,Male,46
2014,Columbia University in the City of New York,Science,Biometry and epidemiology,Total for selected values,293
2014,Columbia University in the City of New York,Science,Biometry and epidemiology,Female,190
2014,Columbia University in the City of New York,Science,Biometry and epidemiology,Male,103
2014,Columbia University in the City of New York,Science,Biophysics,Total for selected values,96
2014,Columbia University in the City of New York,Science,Biophysics,Female,47
2014,Columbia University in the City of New York,Science,Biophysics,Male,49
2014,Columbia University in the City of New York,Science,Biosciences not elsewhere classified,Total for selected values,109
2014,Columbia University in the City of New York,Science,Biosciences not elsewhere classified,Female,63
2014,Columbia University in the City of New York,Science,Biosciences not elsewhere classified,Male,46
2014,Columbia University in the City of New York,Science,Chemistry,Total for selected values,132
2014,Columbia University in the City of New York,Science,Chemistry,Female,50
2014,Columbia University in the City of New York,Science,Chemistry,Male,82
2014,Columbia University in the City of New York,Science,Computer sciences,Total for selected values,592
2014,Columbia University in the City of New York,Science,Computer sciences,Female,157
2014,Columbia University in the City of New York,Science,Computer sciences,Male,435
2014,Columbia University in the City of New York,Science,"Earth, atmospheric, and ocean sciences not elsewhere classified",Total for selected values,86
2014,Columbia University in the City of New York,Science,"Earth, atmospheric, and ocean sciences not elsewhere classified",Female,38
2014,Columbia University in the City of New York,Science,"Earth, atmospheric, and ocean sciences not elsewhere classified",Male,48
2014,Columbia University in the City of New York,Science,Economics (except agricultural),Total for selected values,136
2014,Columbia University in the City of New York,Science,Economics (except agricultural),Female,43
2014,Columbia University in the City of New York,Science,Economics (except agricultural),Male,93
2014,Columbia University in the City of New York,Science,Genetics,Total for selected values,30
2014,Columbia University in the City of New York,Science,Genetics,Female,21
2014,Columbia University in the City of New York,Science,Genetics,Male,9
2014,Columbia University in the City of New York,Science,Geosciences,Total for selected values,131
2014,Columbia University in the City of New York,Science,Geosciences,Female,75
2014,Columbia University in the City of New York,Science,Geosciences,Male,56
2014,Columbia University in the City of New York,Science,Mathematics and applied mathematics,Total for selected values,235
2014,Columbia University in the City of New York,Science,Mathematics and applied mathematics,Female,62
2014,Columbia University in the City of New York,Science,Mathematics and applied mathematics,Male,173
2014,Columbia University in the City of New York,Science,"Microbiology, immunology, and virology",Total for selected values,25
2014,Columbia University in the City of New York,Science,"Microbiology, immunology, and virology",Female,15
2014,Columbia University in the City of New York,Science,"Microbiology, immunology, and virology",Male,10
2014,Columbia University in the City of New York,Science,Neurobiology and neuroscience,Total for selected values,86
2014,Columbia University in the City of New York,Science,Neurobiology and neuroscience,Female,41
2014,Columbia University in the City of New York,Science,Neurobiology and neuroscience,Male,45
2014,Columbia University in the City of New York,Science,Nutrition,Total for selected values,29
2014,Columbia University in the City of New York,Science,Nutrition,Female,18
2014,Columbia University in the City of New York,Science,Nutrition,Male,11
2014,Columbia University in the City of New York,Science,Pathology,Total for selected values,28
2014,Columbia University in the City of New York,Science,Pathology,Female,15
2014,Columbia University in the City of New York,Science,Pathology,Male,13
2014,Columbia University in the City of New York,Science,Pharmacology and toxicology,Total for selected values,20
2014,Columbia University in the City of New York,Science,Pharmacology and toxicology,Female,11
2014,Columbia University in the City of New York,Science,Pharmacology and toxicology,Male,9
2014,Columbia University in the City of New York,Science,Physics,Total for selected values,97
2014,Columbia University in the City of New York,Science,Physics,Female,15
2014,Columbia University in the City of New York,Science,Physics,Male,82
2014,Columbia University in the City of New York,Science,Physiology,Total for selected values,13
2014,Columbia University in the City of New York,Science,Physiology,Female,3
2014,Columbia University in the City of New York,Science,Physiology,Male,10
2014,Columbia University in the City of New York,Science,Political science and government,Total for selected values,179
2014,Columbia University in the City of New York,Science,Political science and government,Female,85
2014,Columbia University in the City of New York,Science,Political science and government,Male,94
2014,Columbia University in the City of New York,Science,"Psychology, general",Total for selected values,34
2014,Columbia University in the City of New York,Science,"Psychology, general",Female,20
2014,Columbia University in the City of New York,Science,"Psychology, general",Male,14
2014,Columbia University in the City of New York,Science,Social sciences not elsewhere classified,Total for selected values,139
2014,Columbia University in the City of New York,Science,Social sciences not elsewhere classified,Female,84
2014,Columbia University in the City of New York,Science,Social sciences not elsewhere classified,Male,55
2014,Columbia University in the City of New York,Science,Sociology,Total for selected values,78
2014,Columbia University in the City of New York,Science,Sociology,Female,43
2014,Columbia University in the City of New York,Science,Sociology,Male,35
2014,Columbia University in the City of New York,Science,Statistics,Total for selected values,546
2014,Columbia University in the City of New York,Science,Statistics,Female,276
2014,Columbia University in the City of New York,Science,Statistics,Male,270
2014,Columbia University in the City of New York,Engineering,Total for selected values,Total for selected values,"2,229"
2014,Columbia University in the City of New York,Engineering,Biomedical engineering,Total for selected values,136
2014,Columbia University in the City of New York,Engineering,Biomedical engineering,Female,66
2014,Columbia University in the City of New York,Engineering,Biomedical engineering,Male,70
2014,Columbia University in the City of New York,Engineering,Chemical engineering,Total for selected values,186
2014,Columbia University in the City of New York,Engineering,Chemical engineering,Female,61
2014,Columbia University in the City of New York,Engineering,Chemical engineering,Male,125
2014,Columbia University in the City of New York,Engineering,Civil engineering,Total for selected values,255
2014,Columbia University in the City of New York,Engineering,Civil engineering,Female,68
2014,Columbia University in the City of New York,Engineering,Civil engineering,Male,187
2014,Columbia University in the City of New York,Engineering,Electrical engineering,Total for selected values,567
2014,Columbia University in the City of New York,Engineering,Electrical engineering,Female,121
2014,Columbia University in the City of New York,Engineering,Electrical engineering,Male,446
2014,Columbia University in the City of New York,Engineering,Engineering not elsewhere classified,Total for selected values,19
2014,Columbia University in the City of New York,Engineering,Engineering not elsewhere classified,Female,7
2014,Columbia University in the City of New York,Engineering,Engineering not elsewhere classified,Male,12
2014,Columbia University in the City of New York,Engineering,"Engineering science, mechanics, and physics",Total for selected values,156
2014,Columbia University in the City of New York,Engineering,"Engineering science, mechanics, and physics",Female,39
2014,Columbia University in the City of New York,Engineering,"Engineering science, mechanics, and physics",Male,117
2014,Columbia University in the City of New York,Engineering,Industrial and manufacturing engineering,Total for selected values,683
2014,Columbia University in the City of New York,Engineering,Industrial and manufacturing engineering,Female,248
2014,Columbia University in the City of New York,Engineering,Industrial and manufacturing engineering,Male,435
2014,Columbia University in the City of New York,Engineering,Mechanical engineering,Total for selected values,227
2014,Columbia University in the City of New York,Engineering,Mechanical engineering,Female,48
2014,Columbia University in the City of New York,Engineering,Mechanical engineering,Male,179
2014,Cornell University,Total for selected values,Total for selected values,Total for selected values,"4,841"
2014,Cornell University,Science,Total for selected values,Total for selected values,"3,170"
2014,Cornell University,Science,Agricultural economics,Total for selected values,90
2014,Cornell University,Science,Agricultural economics,Female,55
2014,Cornell University,Science,Agricultural economics,Male,35
2014,Cornell University,Science,Agricultural sciences,Total for selected values,277
2014,Cornell University,Science,Agricultural sciences,Female,140
2014,Cornell University,Science,Agricultural sciences,Male,137
2014,Cornell University,Science,Anthropology,Total for selected values,65
2014,Cornell University,Science,Anthropology,Female,43
2014,Cornell University,Science,Anthropology,Male,22
2014,Cornell University,Science,Astronomy and astrophysics,Total for selected values,30
2014,Cornell University,Science,Astronomy and astrophysics,Female,11
2014,Cornell University,Science,Astronomy and astrophysics,Male,19
2014,Cornell University,Science,Atmospheric sciences,Total for selected values,10
2014,Cornell University,Science,Atmospheric sciences,Female,4
2014,Cornell University,Science,Atmospheric sciences,Male,6
2014,Cornell University,Science,Biochemistry,Total for selected values,97
2014,Cornell University,Science,Biochemistry,Female,46
2014,Cornell University,Science,Biochemistry,Male,51
2014,Cornell University,Science,Biology,Total for selected values,54
2014,Cornell University,Science,Biology,Female,22
2014,Cornell University,Science,Biology,Male,32
2014,Cornell University,Science,Biometry and epidemiology,Total for selected values,22
2014,Cornell University,Science,Biometry and epidemiology,Female,6
2014,Cornell University,Science,Biometry and epidemiology,Male,16
2014,Cornell University,Science,Biophysics,Total for selected values,18
2014,Cornell University,Science,Biophysics,Female,9
2014,Cornell University,Science,Biophysics,Male,9
2014,Cornell University,Science,Biosciences not elsewhere classified,Total for selected values,56
2014,Cornell University,Science,Biosciences not elsewhere classified,Female,37
2014,Cornell University,Science,Biosciences not elsewhere classified,Male,19
2014,Cornell University,Science,Botany and plant biology,Total for selected values,66
2014,Cornell University,Science,Botany and plant biology,Female,40
2014,Cornell University,Science,Botany and plant biology,Male,26
2014,Cornell University,Science,Cell and molecular biology,Total for selected values,153
2014,Cornell University,Science,Cell and molecular biology,Female,96
2014,Cornell University,Science,Cell and molecular biology,Male,57
2014,Cornell University,Science,Chemistry,Total for selected values,158
2014,Cornell University,Science,Chemistry,Female,64
2014,Cornell University,Science,Chemistry,Male,94
2014,Cornell University,Science,Communication,Total for selected values,35
2014,Cornell University,Science,Communication,Female,26
2014,Cornell University,Science,Communication,Male,9
2014,Cornell University,Science,Computer sciences,Total for selected values,356
2014,Cornell University,Science,Computer sciences,Female,86
2014,Cornell University,Science,Computer sciences,Male,270
2014,Cornell University,Science,Economics (except agricultural),Total for selected values,101
2014,Cornell University,Science,Economics (except agricultural),Female,34
2014,Cornell University,Science,Economics (except agricultural),Male,67
2014,Cornell University,Science,Entomology and parasitology,Total for selected values,25
2014,Cornell University,Science,Entomology and parasitology,Female,17
2014,Cornell University,Science,Entomology and parasitology,Male,8
2014,Cornell University,Science,Family and consumer sciences and human sciences,Total for selected values,40
2014,Cornell University,Science,Family and consumer sciences and human sciences,Female,29
2014,Cornell University,Science,Family and consumer sciences and human sciences,Male,11
2014,Cornell University,Science,Genetics,Total for selected values,55
2014,Cornell University,Science,Genetics,Female,36
2014,Cornell University,Science,Genetics,Male,19
2014,Cornell University,Science,Geosciences,Total for selected values,33
2014,Cornell University,Science,Geosciences,Female,15
2014,Cornell University,Science,Geosciences,Male,18
2014,Cornell University,Science,Linguistics,Total for selected values,33
2014,Cornell University,Science,Linguistics,Female,21
2014,Cornell University,Science,Linguistics,Male,12
2014,Cornell University,Science,Mathematics and applied mathematics,Total for selected values,101
2014,Cornell University,Science,Mathematics and applied mathematics,Female,25
2014,Cornell University,Science,Mathematics and applied mathematics,Male,76
2014,Cornell University,Science,"Microbiology, immunology, and virology",Total for selected values,93
2014,Cornell University,Science,"Microbiology, immunology, and virology",Female,63
2014,Cornell University,Science,"Microbiology, immunology, and virology",Male,30
2014,Cornell University,Science,Multidisciplinary and interdisciplinary studies,Total for selected values,18
2014,Cornell University,Science,Multidisciplinary and interdisciplinary studies,Female,12
2014,Cornell University,Science,Multidisciplinary and interdisciplinary studies,Male,6
2014,Cornell University,Science,Neurobiology and neuroscience,Total for selected values,89
2014,Cornell University,Science,Neurobiology and neuroscience,Female,46
2014,Cornell University,Science,Neurobiology and neuroscience,Male,43
2014,Cornell University,Science,Nutrition,Total for selected values,66
2014,Cornell University,Science,Nutrition,Female,57
2014,Cornell University,Science,Nutrition,Male,9
2014,Cornell University,Science,Pharmacology and toxicology,Total for selected values,78
2014,Cornell University,Science,Pharmacology and toxicology,Female,41
2014,Cornell University,Science,Pharmacology and toxicology,Male,37
2014,Cornell University,Science,Physics,Total for selected values,166
2014,Cornell University,Science,Physics,Female,27
2014,Cornell University,Science,Physics,Male,139
2014,Cornell University,Science,Physiology,Total for selected values,63
2014,Cornell University,Science,Physiology,Female,20
2014,Cornell University,Science,Physiology,Male,43
2014,Cornell University,Science,Political science and government,Total for selected values,458
2014,Cornell University,Science,Political science and government,Female,263
2014,Cornell University,Science,Political science and government,Male,195
2014,Cornell University,Science,Psychology not elsewhere classified,Total for selected values,40
2014,Cornell University,Science,Psychology not elsewhere classified,Female,20
2014,Cornell University,Science,Psychology not elsewhere classified,Male,20
2014,Cornell University,Science,Social sciences not elsewhere classified,Total for selected values,59
2014,Cornell University,Science,Social sciences not elsewhere classified,Female,32
2014,Cornell University,Science,Social sciences not elsewhere classified,Male,27
2014,Cornell University,Science,Sociology,Total for selected values,80
2014,Cornell University,Science,Sociology,Female,43
2014,Cornell University,Science,Sociology,Male,37
2014,Cornell University,Science,Statistics,Total for selected values,80
2014,Cornell University,Science,Statistics,Female,44
2014,Cornell University,Science,Statistics,Male,36
2014,Cornell University,Science,Zoology,Total for selected values,5
2014,Cornell University,Science,Zoology,Female,5
2014,Cornell University,Engineering,Total for selected values,Total for selected values,"1,671"
2014,Cornell University,Engineering,Aerospace engineering,Total for selected values,31
2014,Cornell University,Engineering,Aerospace engineering,Female,6
2014,Cornell University,Engineering,Aerospace engineering,Male,25
2014,Cornell University,Engineering,Agricultural engineering,Total for selected values,64
2014,Cornell University,Engineering,Agricultural engineering,Female,34
2014,Cornell University,Engineering,Agricultural engineering,Male,30
2014,Cornell University,Engineering,Architecture,Total for selected values,37
2014,Cornell University,Engineering,Architecture,Female,15
2014,Cornell University,Engineering,Architecture,Male,22
2014,Cornell University,Engineering,Biomedical engineering,Total for selected values,170
2014,Cornell University,Engineering,Biomedical engineering,Female,80
2014,Cornell University,Engineering,Biomedical engineering,Male,90
2014,Cornell University,Engineering,Chemical engineering,Total for selected values,198
2014,Cornell University,Engineering,Chemical engineering,Female,70
2014,Cornell University,Engineering,Chemical engineering,Male,128
2014,Cornell University,Engineering,Civil engineering,Total for selected values,163
2014,Cornell University,Engineering,Civil engineering,Female,71
2014,Cornell University,Engineering,Civil engineering,Male,92
2014,Cornell University,Engineering,Electrical engineering,Total for selected values,320
2014,Cornell University,Engineering,Electrical engineering,Female,91
2014,Cornell University,Engineering,Electrical engineering,Male,229
2014,Cornell University,Engineering,"Engineering science, mechanics, and physics",Total for selected values,85
2014,Cornell University,Engineering,"Engineering science, mechanics, and physics",Female,20
2014,Cornell University,Engineering,"Engineering science, mechanics, and physics",Male,65
2014,Cornell University,Engineering,Industrial and manufacturing engineering,Total for selected values,296
2014,Cornell University,Engineering,Industrial and manufacturing engineering,Female,79
2014,Cornell University,Engineering,Industrial and manufacturing engineering,Male,217
2014,Cornell University,Engineering,Mechanical engineering,Total for selected values,180
2014,Cornell University,Engineering,Mechanical engineering,Female,41
2014,Cornell University,Engineering,Mechanical engineering,Male,139
2014,Cornell University,Engineering,Metallurgical and materials engineering,Total for selected values,127
2014,Cornell University,Engineering,Metallurgical and materials engineering,Female,61
2014,Cornell University,Engineering,Metallurgical and materials engineering,Male,66
2014,Dartmouth College,Total for selected values,Total for selected values,Total for selected values,735
2014,Dartmouth College,Science,Total for selected values,Total for selected values,545
2014,Dartmouth College,Science,Biochemistry,Total for selected values,37
2014,Dartmouth College,Science,Biochemistry,Female,21
2014,Dartmouth College,Science,Biochemistry,Male,16
2014,Dartmouth College,Science,Biology,Total for selected values,68
2014,Dartmouth College,Science,Biology,Female,36
2014,Dartmouth College,Science,Biology,Male,32
2014,Dartmouth College,Science,Biosciences not elsewhere classified,Total for selected values,48
2014,Dartmouth College,Science,Biosciences not elsewhere classified,Female,30
2014,Dartmouth College,Science,Biosciences not elsewhere classified,Male,18
2014,Dartmouth College,Science,Chemistry,Total for selected values,46
2014,Dartmouth College,Science,Chemistry,Female,23
2014,Dartmouth College,Science,Chemistry,Male,23
2014,Dartmouth College,Science,Computer sciences,Total for selected values,96
2014,Dartmouth College,Science,Computer sciences,Female,23
2014,Dartmouth College,Science,Computer sciences,Male,73
2014,Dartmouth College,Science,Genetics,Total for selected values,33
2014,Dartmouth College,Science,Genetics,Female,17
2014,Dartmouth College,Science,Genetics,Male,16
2014,Dartmouth College,Science,Geosciences,Total for selected values,26
2014,Dartmouth College,Science,Geosciences,Female,11
2014,Dartmouth College,Science,Geosciences,Male,15
2014,Dartmouth College,Science,Mathematics and applied mathematics,Total for selected values,28
2014,Dartmouth College,Science,Mathematics and applied mathematics,Female,8
2014,Dartmouth College,Science,Mathematics and applied mathematics,Male,20
2014,Dartmouth College,Science,"Microbiology, immunology, and virology",Total for selected values,51
2014,Dartmouth College,Science,"Microbiology, immunology, and virology",Female,29
2014,Dartmouth College,Science,"Microbiology, immunology, and virology",Male,22
2014,Dartmouth College,Science,Multidisciplinary and interdisciplinary studies,Total for selected values,14
2014,Dartmouth College,Science,Multidisciplinary and interdisciplinary studies,Female,7
2014,Dartmouth College,Science,Multidisciplinary and interdisciplinary studies,Male,7
2014,Dartmouth College,Science,Physics,Total for selected values,59
2014,Dartmouth College,Science,Physics,Female,18
2014,Dartmouth College,Science,Physics,Male,41
2014,Dartmouth College,Science,Physiology,Total for selected values,1
2014,Dartmouth College,Science,Physiology,Male,1
