Data Download from NCSES Interactive Data Tool

Filters,Selected values
"Institution Name","Columbia Univ in the City of New York, Columbia University in the City of New York"

,,,"<measures>","Graduate Students by Demographic Characteristics and Enrollment",
"2012","Columbia University in the City of New York","Clinical medicine","Non-Hispanic, white","34",
"2012","Columbia University in the City of New York","Computer sciences","Total for selected values","467",
"2012","Columbia University in the City of New York","Computer sciences","Ethnicity and race unknown or not stated","94",
"2012","Columbia University in the City of New York","Computer sciences","Foreign nationals holding temporary visas, regardless of ethnicity or race","342",
"2012","Columbia University in the City of New York","Computer sciences","Hispanic or Latino ethnicity (one or more races)","1",
"2012","Columbia University in the City of New York","Computer sciences","Non-Hispanic, Asian","8",
"2012","Columbia University in the City of New York","Computer sciences","Non-Hispanic, black or African American","1",
"2012","Columbia University in the City of New York","Computer sciences","Non-Hispanic, white","21",
"2012","Columbia University in the City of New York","Earth, atmospheric, and ocean sciences","Total for selected values","221",
"2012","Columbia University in the City of New York","Earth, atmospheric, and ocean sciences","Ethnicity and race unknown or not stated","18",
"2012","Columbia University in the City of New York","Earth, atmospheric, and ocean sciences","Foreign nationals holding temporary visas, regardless of ethnicity or race","102",
"2012","Columbia University in the City of New York","Earth, atmospheric, and ocean sciences","Hispanic or Latino ethnicity (one or more races)","8",
"2012","Columbia University in the City of New York","Earth, atmospheric, and ocean sciences","Non-Hispanic, American Indian or Alaska Native","3",
"2012","Columbia University in the City of New York","Earth, atmospheric, and ocean sciences","Non-Hispanic, Asian","9",
"2012","Columbia University in the City of New York","Earth, atmospheric, and ocean sciences","Non-Hispanic, black or African American","2",
"2012","Columbia University in the City of New York","Earth, atmospheric, and ocean sciences","Non-Hispanic, more than one race","3",
"2012","Columbia University in the City of New York","Earth, atmospheric, and ocean sciences","Non-Hispanic, white","76",
"2012","Columbia University in the City of New York","Engineering","Total for selected values","2,024",
"2012","Columbia University in the City of New York","Engineering","Ethnicity and race unknown or not stated","279",
"2012","Columbia University in the City of New York","Engineering","Foreign nationals holding temporary visas, regardless of ethnicity or race","1,422",
"2012","Columbia University in the City of New York","Engineering","Hispanic or Latino ethnicity (one or more races)","13",
"2012","Columbia University in the City of New York","Engineering","Non-Hispanic, American Indian or Alaska Native","1",
"2012","Columbia University in the City of New York","Engineering","Non-Hispanic, Asian","99",
"2012","Columbia University in the City of New York","Engineering","Non-Hispanic, black or African American","7",
"2012","Columbia University in the City of New York","Engineering","Non-Hispanic, more than one race","6",
"2012","Columbia University in the City of New York","Engineering","Non-Hispanic, white","197",
"2012","Columbia University in the City of New York","Mathematics and statistics","Total for selected values","514",
"2012","Columbia University in the City of New York","Mathematics and statistics","Ethnicity and race unknown or not stated","38",
"2012","Columbia University in the City of New York","Mathematics and statistics","Foreign nationals holding temporary visas, regardless of ethnicity or race","392",
"2012","Columbia University in the City of New York","Mathematics and statistics","Hispanic or Latino ethnicity (one or more races)","2",
"2012","Columbia University in the City of New York","Mathematics and statistics","Non-Hispanic, Asian","28",
"2012","Columbia University in the City of New York","Mathematics and statistics","Non-Hispanic, black or African American","3",
"2012","Columbia University in the City of New York","Mathematics and statistics","Non-Hispanic, white","51",
"2012","Columbia University in the City of New York","Neurobiology and neuroscience","Total for selected values","83",
"2012","Columbia University in the City of New York","Neurobiology and neuroscience","Foreign nationals holding temporary visas, regardless of ethnicity or race","15",
"2012","Columbia University in the City of New York","Neurobiology and neuroscience","Hispanic or Latino ethnicity (one or more races)","4",
"2012","Columbia University in the City of New York","Neurobiology and neuroscience","Non-Hispanic, Asian","6",
"2012","Columbia University in the City of New York","Neurobiology and neuroscience","Non-Hispanic, more than one race","2",
"2012","Columbia University in the City of New York","Neurobiology and neuroscience","Non-Hispanic, white","56",
"2012","Columbia University in the City of New York","Other health","Total for selected values","24",
"2012","Columbia University in the City of New York","Other health","Ethnicity and race unknown or not stated","2",
"2012","Columbia University in the City of New York","Other health","Foreign nationals holding temporary visas, regardless of ethnicity or race","4",
"2012","Columbia University in the City of New York","Other health","Hispanic or Latino ethnicity (one or more races)","4",
"2012","Columbia University in the City of New York","Other health","Non-Hispanic, Asian","3",
"2012","Columbia University in the City of New York","Other health","Non-Hispanic, black or African American","4",
"2012","Columbia University in the City of New York","Other health","Non-Hispanic, white","7",
"2012","Columbia University in the City of New York","Physical sciences","Total for selected values","266",
"2012","Columbia University in the City of New York","Physical sciences","Ethnicity and race unknown or not stated","8",
"2012","Columbia University in the City of New York","Physical sciences","Foreign nationals holding temporary visas, regardless of ethnicity or race","105",
"2012","Columbia University in the City of New York","Physical sciences","Hispanic or Latino ethnicity (one or more races)","12",
"2012","Columbia University in the City of New York","Physical sciences","Non-Hispanic, American Indian or Alaska Native","1",
"2012","Columbia University in the City of New York","Physical sciences","Non-Hispanic, Asian","20",
"2012","Columbia University in the City of New York","Physical sciences","Non-Hispanic, black or African American","4",
"2012","Columbia University in the City of New York","Physical sciences","Non-Hispanic, more than one race","1",
"2012","Columbia University in the City of New York","Physical sciences","Non-Hispanic, white","115",
"2012","Columbia University in the City of New York","Psychology","Total for selected values","34",
"2012","Columbia University in the City of New York","Psychology","Ethnicity and race unknown or not stated","1",
"2012","Columbia University in the City of New York","Psychology","Foreign nationals holding temporary visas, regardless of ethnicity or race","4",
"2012","Columbia University in the City of New York","Psychology","Non-Hispanic, Asian","2",
"2012","Columbia University in the City of New York","Psychology","Non-Hispanic, black or African American","2",
"2012","Columbia University in the City of New York","Psychology","Non-Hispanic, white","25",
"2012","Columbia University in the City of New York","Social sciences","Total for selected values","705",
"2012","Columbia University in the City of New York","Social sciences","Ethnicity and race unknown or not stated","70",
"2012","Columbia University in the City of New York","Social sciences","Foreign nationals holding temporary visas, regardless of ethnicity or race","335",
"2012","Columbia University in the City of New York","Social sciences","Hispanic or Latino ethnicity (one or more races)","23",
"2012","Columbia University in the City of New York","Social sciences","Non-Hispanic, American Indian or Alaska Native","2",
"2012","Columbia University in the City of New York","Social sciences","Non-Hispanic, Asian","34",
"2012","Columbia University in the City of New York","Social sciences","Non-Hispanic, black or African American","18",
"2012","Columbia University in the City of New York","Social sciences","Non-Hispanic, more than one race","8",
"2012","Columbia University in the City of New York","Social sciences","Non-Hispanic, Native Hawaiian or Other Pacific Islander","1",
"2012","Columbia University in the City of New York","Social sciences","Non-Hispanic, white","214",
"2011","Total for selected values","Total for selected values","Total for selected values","4,704",
"2011","Columbia University in the City of New York","Total for selected values","Total for selected values","4,704",
"2011","Columbia University in the City of New York","Biological sciences","Total for selected values","741",
"2011","Columbia University in the City of New York","Biological sciences","Ethnicity and race unknown or not stated","11",
"2011","Columbia University in the City of New York","Biological sciences","Foreign nationals holding temporary visas, regardless of ethnicity or race","181",
"2011","Columbia University in the City of New York","Biological sciences","Hispanic or Latino ethnicity (one or more races)","39",
"2011","Columbia University in the City of New York","Biological sciences","Non-Hispanic, American Indian or Alaska Native","6",
"2011","Columbia University in the City of New York","Biological sciences","Non-Hispanic, Asian","112",
"2011","Columbia University in the City of New York","Biological sciences","Non-Hispanic, black or African American","31",
"2011","Columbia University in the City of New York","Biological sciences","Non-Hispanic, more than one race","7",
"2011","Columbia University in the City of New York","Biological sciences","Non-Hispanic, Native Hawaiian or Other Pacific Islander","2",
"2011","Columbia University in the City of New York","Biological sciences","Non-Hispanic, white","352",
"2011","Columbia University in the City of New York","Clinical medicine","Total for selected values","95",
"2011","Columbia University in the City of New York","Clinical medicine","Ethnicity and race unknown or not stated","9",
"2011","Columbia University in the City of New York","Clinical medicine","Foreign nationals holding temporary visas, regardless of ethnicity or race","12",
"2011","Columbia University in the City of New York","Clinical medicine","Hispanic or Latino ethnicity (one or more races)","4",
"2011","Columbia University in the City of New York","Clinical medicine","Non-Hispanic, Asian","17",
"2011","Columbia University in the City of New York","Clinical medicine","Non-Hispanic, black or African American","4",
"2011","Columbia University in the City of New York","Clinical medicine","Non-Hispanic, more than one race","1",
"2011","Columbia University in the City of New York","Clinical medicine","Non-Hispanic, white","48",
"2011","Columbia University in the City of New York","Computer sciences","Total for selected values","452",
"2011","Columbia University in the City of New York","Computer sciences","Ethnicity and race unknown or not stated","78",
"2011","Columbia University in the City of New York","Computer sciences","Foreign nationals holding temporary visas, regardless of ethnicity or race","329",
"2011","Columbia University in the City of New York","Computer sciences","Hispanic or Latino ethnicity (one or more races)","2",
"2011","Columbia University in the City of New York","Computer sciences","Non-Hispanic, Asian","15",
"2011","Columbia University in the City of New York","Computer sciences","Non-Hispanic, black or African American","2",
"2011","Columbia University in the City of New York","Computer sciences","Non-Hispanic, white","26",
"2011","Columbia University in the City of New York","Earth, atmospheric, and ocean sciences","Total for selected values","183",
"2011","Columbia University in the City of New York","Earth, atmospheric, and ocean sciences","Ethnicity and race unknown or not stated","8",
"2011","Columbia University in the City of New York","Earth, atmospheric, and ocean sciences","Foreign nationals holding temporary visas, regardless of ethnicity or race","93",
"2011","Columbia University in the City of New York","Earth, atmospheric, and ocean sciences","Hispanic or Latino ethnicity (one or more races)","5",
"2011","Columbia University in the City of New York","Earth, atmospheric, and ocean sciences","Non-Hispanic, American Indian or Alaska Native","2",
"2011","Columbia University in the City of New York","Earth, atmospheric, and ocean sciences","Non-Hispanic, Asian","3",
"2011","Columbia University in the City of New York","Earth, atmospheric, and ocean sciences","Non-Hispanic, black or African American","2",
"2011","Columbia University in the City of New York","Earth, atmospheric, and ocean sciences","Non-Hispanic, more than one race","1",
"2011","Columbia University in the City of New York","Earth, atmospheric, and ocean sciences","Non-Hispanic, white","69",
"2011","Columbia University in the City of New York","Engineering","Total for selected values","1,774",
"2011","Columbia University in the City of New York","Engineering","Ethnicity and race unknown or not stated","208",
"2011","Columbia University in the City of New York","Engineering","Foreign nationals holding temporary visas, regardless of ethnicity or race","1,206",
"2011","Columbia University in the City of New York","Engineering","Hispanic or Latino ethnicity (one or more races)","15",
"2011","Columbia University in the City of New York","Engineering","Non-Hispanic, Asian","127",
"2011","Columbia University in the City of New York","Engineering","Non-Hispanic, black or African American","11",
"2011","Columbia University in the City of New York","Engineering","Non-Hispanic, more than one race","18",
"2011","Columbia University in the City of New York","Engineering","Non-Hispanic, white","189",
"2011","Columbia University in the City of New York","Mathematics and statistics","Total for selected values","470",
"2011","Columbia University in the City of New York","Mathematics and statistics","Ethnicity and race unknown or not stated","20",
"2011","Columbia University in the City of New York","Mathematics and statistics","Foreign nationals holding temporary visas, regardless of ethnicity or race","356",
"2011","Columbia University in the City of New York","Mathematics and statistics","Hispanic or Latino ethnicity (one or more races)","1",
"2011","Columbia University in the City of New York","Mathematics and statistics","Non-Hispanic, Asian","33",
"2011","Columbia University in the City of New York","Mathematics and statistics","Non-Hispanic, black or African American","4",
"2011","Columbia University in the City of New York","Mathematics and statistics","Non-Hispanic, more than one race","1",
"2011","Columbia University in the City of New York","Mathematics and statistics","Non-Hispanic, white","55",
"2011","Columbia University in the City of New York","Other health","Total for selected values","20",
"2011","Columbia University in the City of New York","Other health","Ethnicity and race unknown or not stated","5",
"2011","Columbia University in the City of New York","Other health","Foreign nationals holding temporary visas, regardless of ethnicity or race","2",
"2011","Columbia University in the City of New York","Other health","Non-Hispanic, Asian","2",
"2011","Columbia University in the City of New York","Other health","Non-Hispanic, black or African American","1",
"2011","Columbia University in the City of New York","Other health","Non-Hispanic, white","10",
"2011","Columbia University in the City of New York","Physical sciences","Total for selected values","261",
"2011","Columbia University in the City of New York","Physical sciences","Ethnicity and race unknown or not stated","8",
"2011","Columbia University in the City of New York","Physical sciences","Foreign nationals holding temporary visas, regardless of ethnicity or race","105",
"2011","Columbia University in the City of New York","Physical sciences","Hispanic or Latino ethnicity (one or more races)","10",
"2011","Columbia University in the City of New York","Physical sciences","Non-Hispanic, American Indian or Alaska Native","1",
"2011","Columbia University in the City of New York","Physical sciences","Non-Hispanic, Asian","14",
"2011","Columbia University in the City of New York","Physical sciences","Non-Hispanic, black or African American","5",
"2011","Columbia University in the City of New York","Physical sciences","Non-Hispanic, white","118",
"2011","Columbia University in the City of New York","Psychology","Total for selected values","36",
"2011","Columbia University in the City of New York","Psychology","Foreign nationals holding temporary visas, regardless of ethnicity or race","5",
"2011","Columbia University in the City of New York","Psychology","Non-Hispanic, black or African American","2",
"2011","Columbia University in the City of New York","Psychology","Non-Hispanic, white","29",
"2011","Columbia University in the City of New York","Social sciences","Total for selected values","672",
"2011","Columbia University in the City of New York","Social sciences","Ethnicity and race unknown or not stated","61",
"2011","Columbia University in the City of New York","Social sciences","Foreign nationals holding temporary visas, regardless of ethnicity or race","301",
"2011","Columbia University in the City of New York","Social sciences","Hispanic or Latino ethnicity (one or more races)","21",
"2011","Columbia University in the City of New York","Social sciences","Non-Hispanic, American Indian or Alaska Native","2",
"2011","Columbia University in the City of New York","Social sciences","Non-Hispanic, Asian","36",
"2011","Columbia University in the City of New York","Social sciences","Non-Hispanic, black or African American","21",
"2011","Columbia University in the City of New York","Social sciences","Non-Hispanic, more than one race","9",
"2011","Columbia University in the City of New York","Social sciences","Non-Hispanic, white","221",
"2010","Total for selected values","Total for selected values","Total for selected values","4,600",
"2010","Columbia University in the City of New York","Total for selected values","Total for selected values","4,600",
"2010","Columbia University in the City of New York","Biological sciences","Total for selected values","740",
"2010","Columbia University in the City of New York","Biological sciences","Ethnicity and race unknown or not stated","3",
"2010","Columbia University in the City of New York","Biological sciences","Foreign nationals holding temporary visas, regardless of ethnicity or race","175",
"2010","Columbia University in the City of New York","Biological sciences","Hispanic or Latino ethnicity (one or more races)","34",
"2010","Columbia University in the City of New York","Biological sciences","Non-Hispanic, American Indian or Alaska Native","5",
"2010","Columbia University in the City of New York","Biological sciences","Non-Hispanic, Asian","108",
"2010","Columbia University in the City of New York","Biological sciences","Non-Hispanic, black or African American","32",
"2010","Columbia University in the City of New York","Biological sciences","Non-Hispanic, more than one race","6",
"2010","Columbia University in the City of New York","Biological sciences","Non-Hispanic, Native Hawaiian or Other Pacific Islander","3",
"2010","Columbia University in the City of New York","Biological sciences","Non-Hispanic, white","374",
"2010","Columbia University in the City of New York","Clinical medicine","Total for selected values","89",
"2010","Columbia University in the City of New York","Clinical medicine","Ethnicity and race unknown or not stated","28",
"2010","Columbia University in the City of New York","Clinical medicine","Foreign nationals holding temporary visas, regardless of ethnicity or race","12",
"2010","Columbia University in the City of New York","Clinical medicine","Hispanic or Latino ethnicity (one or more races)","4",
"2010","Columbia University in the City of New York","Clinical medicine","Non-Hispanic, Asian","16",
"2010","Columbia University in the City of New York","Clinical medicine","Non-Hispanic, black or African American","1",
"2010","Columbia University in the City of New York","Clinical medicine","Non-Hispanic, white","28",
"2010","Columbia University in the City of New York","Computer sciences","Total for selected values","429",
"2010","Columbia University in the City of New York","Computer sciences","Ethnicity and race unknown or not stated","39",
"2010","Columbia University in the City of New York","Computer sciences","Foreign nationals holding temporary visas, regardless of ethnicity or race","314",
"2010","Columbia University in the City of New York","Computer sciences","Hispanic or Latino ethnicity (one or more races)","1",
"2010","Columbia University in the City of New York","Computer sciences","Non-Hispanic, Asian","19",
"2010","Columbia University in the City of New York","Computer sciences","Non-Hispanic, black or African American","1",
"2010","Columbia University in the City of New York","Computer sciences","Non-Hispanic, white","55",
"2010","Columbia University in the City of New York","Earth, atmospheric, and ocean sciences","Total for selected values","173",
"2010","Columbia University in the City of New York","Earth, atmospheric, and ocean sciences","Foreign nationals holding temporary visas, regardless of ethnicity or race","68",
"2010","Columbia University in the City of New York","Earth, atmospheric, and ocean sciences","Hispanic or Latino ethnicity (one or more races)","6",
"2010","Columbia University in the City of New York","Earth, atmospheric, and ocean sciences","Non-Hispanic, American Indian or Alaska Native","2",
"2010","Columbia University in the City of New York","Earth, atmospheric, and ocean sciences","Non-Hispanic, Asian","15",
"2010","Columbia University in the City of New York","Earth, atmospheric, and ocean sciences","Non-Hispanic, black or African American","2",
"2010","Columbia University in the City of New York","Earth, atmospheric, and ocean sciences","Non-Hispanic, white","80",
"2010","Columbia University in the City of New York","Engineering","Total for selected values","1,591",
"2010","Columbia University in the City of New York","Engineering","Ethnicity and race unknown or not stated","170",
"2010","Columbia University in the City of New York","Engineering","Foreign nationals holding temporary visas, regardless of ethnicity or race","940",
"2010","Columbia University in the City of New York","Engineering","Hispanic or Latino ethnicity (one or more races)","34",
"2010","Columbia University in the City of New York","Engineering","Non-Hispanic, American Indian or Alaska Native","3",
"2010","Columbia University in the City of New York","Engineering","Non-Hispanic, Asian","140",
"2010","Columbia University in the City of New York","Engineering","Non-Hispanic, black or African American","26",
"2010","Columbia University in the City of New York","Engineering","Non-Hispanic, more than one race","13",
"2010","Columbia University in the City of New York","Engineering","Non-Hispanic, Native Hawaiian or Other Pacific Islander","1",
"2010","Columbia University in the City of New York","Engineering","Non-Hispanic, white","264",
"2010","Columbia University in the City of New York","Mathematics and statistics","Total for selected values","418",
"2010","Columbia University in the City of New York","Mathematics and statistics","Ethnicity and race unknown or not stated","19",
"2010","Columbia University in the City of New York","Mathematics and statistics","Foreign nationals holding temporary visas, regardless of ethnicity or race","299",
"2010","Columbia University in the City of New York","Mathematics and statistics","Hispanic or Latino ethnicity (one or more races)","3",
"2010","Columbia University in the City of New York","Mathematics and statistics","Non-Hispanic, Asian","34",
"2010","Columbia University in the City of New York","Mathematics and statistics","Non-Hispanic, black or African American","6",
"2010","Columbia University in the City of New York","Mathematics and statistics","Non-Hispanic, white","57",
"2010","Columbia University in the City of New York","Other health","Total for selected values","214",
"2010","Columbia University in the City of New York","Other health","Ethnicity and race unknown or not stated","87",
"2010","Columbia University in the City of New York","Other health","Foreign nationals holding temporary visas, regardless of ethnicity or race","5",
"2010","Columbia University in the City of New York","Other health","Hispanic or Latino ethnicity (one or more races)","8",
"2010","Columbia University in the City of New York","Other health","Non-Hispanic, Asian","17",
"2010","Columbia University in the City of New York","Other health","Non-Hispanic, black or African American","5",
"2010","Columbia University in the City of New York","Other health","Non-Hispanic, more than one race","3",
"2010","Columbia University in the City of New York","Other health","Non-Hispanic, white","89",
"2010","Columbia University in the City of New York","Physical sciences","Total for selected values","272",
"2010","Columbia University in the City of New York","Physical sciences","Foreign nationals holding temporary visas, regardless of ethnicity or race","112",
"2010","Columbia University in the City of New York","Physical sciences","Hispanic or Latino ethnicity (one or more races)","6",
"2010","Columbia University in the City of New York","Physical sciences","Non-Hispanic, American Indian or Alaska Native","1",
"2010","Columbia University in the City of New York","Physical sciences","Non-Hispanic, Asian","12",
"2010","Columbia University in the City of New York","Physical sciences","Non-Hispanic, black or African American","4",
"2010","Columbia University in the City of New York","Physical sciences","Non-Hispanic, white","137",
"2010","Columbia University in the City of New York","Psychology","Total for selected values","46",
"2010","Columbia University in the City of New York","Psychology","Foreign nationals holding temporary visas, regardless of ethnicity or race","3",
"2010","Columbia University in the City of New York","Psychology","Hispanic or Latino ethnicity (one or more races)","1",
"2010","Columbia University in the City of New York","Psychology","Non-Hispanic, Asian","2",
"2010","Columbia University in the City of New York","Psychology","Non-Hispanic, black or African American","2",
"2010","Columbia University in the City of New York","Psychology","Non-Hispanic, Native Hawaiian or Other Pacific Islander","2",
"2010","Columbia University in the City of New York","Psychology","Non-Hispanic, white","36",
"2010","Columbia University in the City of New York","Social sciences","Total for selected values","628",
"2010","Columbia University in the City of New York","Social sciences","Ethnicity and race unknown or not stated","45",
"2010","Columbia University in the City of New York","Social sciences","Foreign nationals holding temporary visas, regardless of ethnicity or race","252",
"2010","Columbia University in the City of New York","Social sciences","Hispanic or Latino ethnicity (one or more races)","23",
"2010","Columbia University in the City of New York","Social sciences","Non-Hispanic, Asian","41",
"2010","Columbia University in the City of New York","Social sciences","Non-Hispanic, black or African American","24",
"2010","Columbia University in the City of New York","Social sciences","Non-Hispanic, more than one race","7",
"2010","Columbia University in the City of New York","Social sciences","Non-Hispanic, Native Hawaiian or Other Pacific Islander","1",
"2010","Columbia University in the City of New York","Social sciences","Non-Hispanic, white","235",
"2009","Total for selected values","Total for selected values","Total for selected values","4,196",
"2009","Columbia Univ in the City of New York","Total for selected values","Total for selected values","4,196",
"2009","Columbia Univ in the City of New York","Biological sciences","Total for selected values","746",
"2009","Columbia Univ in the City of New York","Biological sciences","Ethnicity and race unknown or not stated","11",
"2009","Columbia Univ in the City of New York","Biological sciences","Foreign nationals holding temporary visas, regardless of ethnicity or race","176",
"2009","Columbia Univ in the City of New York","Biological sciences","Hispanic or Latino ethnicity (one or more races)","36",
"2009","Columbia Univ in the City of New York","Biological sciences","Non-Hispanic, American Indian or Alaska Native","4",
"2009","Columbia Univ in the City of New York","Biological sciences","Non-Hispanic, Asian","101",
"2009","Columbia Univ in the City of New York","Biological sciences","Non-Hispanic, black or African American","33",
"2009","Columbia Univ in the City of New York","Biological sciences","Non-Hispanic, more than one race","1",
"2009","Columbia Univ in the City of New York","Biological sciences","Non-Hispanic, Native Hawaiian or Other Pacific Islander","6",
"2009","Columbia Univ in the City of New York","Biological sciences","Non-Hispanic, white","378",
"2009","Columbia Univ in the City of New York","Clinical medicine","Total for selected values","87",
"2009","Columbia Univ in the City of New York","Clinical medicine","Ethnicity and race unknown or not stated","9",
"2009","Columbia Univ in the City of New York","Clinical medicine","Foreign nationals holding temporary visas, regardless of ethnicity or race","14",
"2009","Columbia Univ in the City of New York","Clinical medicine","Hispanic or Latino ethnicity (one or more races)","3",
"2009","Columbia Univ in the City of New York","Clinical medicine","Non-Hispanic, Asian","22",
"2009","Columbia Univ in the City of New York","Clinical medicine","Non-Hispanic, black or African American","2",
"2009","Columbia Univ in the City of New York","Clinical medicine","Non-Hispanic, white","37",
"2009","Columbia Univ in the City of New York","Computer sciences","Total for selected values","400",
"2009","Columbia Univ in the City of New York","Computer sciences","Ethnicity and race unknown or not stated","43",
"2009","Columbia Univ in the City of New York","Computer sciences","Foreign nationals holding temporary visas, regardless of ethnicity or race","271",
"2009","Columbia Univ in the City of New York","Computer sciences","Hispanic or Latino ethnicity (one or more races)","3",
"2009","Columbia Univ in the City of New York","Computer sciences","Non-Hispanic, Asian","26",
"2009","Columbia Univ in the City of New York","Computer sciences","Non-Hispanic, black or African American","4",
"2009","Columbia Univ in the City of New York","Computer sciences","Non-Hispanic, white","53",
"2009","Columbia Univ in the City of New York","Earth, atmospheric, and ocean sciences","Total for selected values","193",
"2009","Columbia Univ in the City of New York","Earth, atmospheric, and ocean sciences","Foreign nationals holding temporary visas, regardless of ethnicity or race","65",
"2009","Columbia Univ in the City of New York","Earth, atmospheric, and ocean sciences","Hispanic or Latino ethnicity (one or more races)","5",
"2009","Columbia Univ in the City of New York","Earth, atmospheric, and ocean sciences","Non-Hispanic, American Indian or Alaska Native","1",
"2009","Columbia Univ in the City of New York","Earth, atmospheric, and ocean sciences","Non-Hispanic, Asian","15",
"2009","Columbia Univ in the City of New York","Earth, atmospheric, and ocean sciences","Non-Hispanic, black or African American","4",
"2009","Columbia Univ in the City of New York","Earth, atmospheric, and ocean sciences","Non-Hispanic, Native Hawaiian or Other Pacific Islander","1",
"2009","Columbia Univ in the City of New York","Earth, atmospheric, and ocean sciences","Non-Hispanic, white","102",
"2009","Columbia Univ in the City of New York","Engineering","Total for selected values","1,250",
"2009","Columbia Univ in the City of New York","Engineering","Ethnicity and race unknown or not stated","108",
"2009","Columbia Univ in the City of New York","Engineering","Foreign nationals holding temporary visas, regardless of ethnicity or race","801",
"2009","Columbia Univ in the City of New York","Engineering","Hispanic or Latino ethnicity (one or more races)","13",
"2009","Columbia Univ in the City of New York","Engineering","Non-Hispanic, American Indian or Alaska Native","1",
"2009","Columbia Univ in the City of New York","Engineering","Non-Hispanic, Asian","101",
"2009","Columbia Univ in the City of New York","Engineering","Non-Hispanic, black or African American","10",
"2009","Columbia Univ in the City of New York","Engineering","Non-Hispanic, more than one race","1",
"2009","Columbia Univ in the City of New York","Engineering","Non-Hispanic, Native Hawaiian or Other Pacific Islander","3",
"2009","Columbia Univ in the City of New York","Engineering","Non-Hispanic, white","212",
"2009","Columbia Univ in the City of New York","Mathematics and statistics","Total for selected values","397",
"2009","Columbia Univ in the City of New York","Mathematics and statistics","Ethnicity and race unknown or not stated","11",
"2009","Columbia Univ in the City of New York","Mathematics and statistics","Foreign nationals holding temporary visas, regardless of ethnicity or race","275",
"2009","Columbia Univ in the City of New York","Mathematics and statistics","Hispanic or Latino ethnicity (one or more races)","1",
"2009","Columbia Univ in the City of New York","Mathematics and statistics","Non-Hispanic, Asian","42",
"2009","Columbia Univ in the City of New York","Mathematics and statistics","Non-Hispanic, black or African American","4",
"2009","Columbia Univ in the City of New York","Mathematics and statistics","Non-Hispanic, more than one race","1",
"2009","Columbia Univ in the City of New York","Mathematics and statistics","Non-Hispanic, white","63",
"2009","Columbia Univ in the City of New York","Other health","Total for selected values","230",
"2009","Columbia Univ in the City of New York","Other health","Ethnicity and race unknown or not stated","45",
"2009","Columbia Univ in the City of New York","Other health","Foreign nationals holding temporary visas, regardless of ethnicity or race","6",
"2009","Columbia Univ in the City of New York","Other health","Hispanic or Latino ethnicity (one or more races)","11",
"2009","Columbia Univ in the City of New York","Other health","Non-Hispanic, Asian","42",
"2009","Columbia Univ in the City of New York","Other health","Non-Hispanic, black or African American","9",
"2009","Columbia Univ in the City of New York","Other health","Non-Hispanic, more than one race","2",
"2009","Columbia Univ in the City of New York","Other health","Non-Hispanic, white","115",
"2009","Columbia Univ in the City of New York","Physical sciences","Total for selected values","246",
"2009","Columbia Univ in the City of New York","Physical sciences","Foreign nationals holding temporary visas, regardless of ethnicity or race","113",
"2009","Columbia Univ in the City of New York","Physical sciences","Hispanic or Latino ethnicity (one or more races)","7",
"2009","Columbia Univ in the City of New York","Physical sciences","Non-Hispanic, American Indian or Alaska Native","1",
"2009","Columbia Univ in the City of New York","Physical sciences","Non-Hispanic, Asian","9",
"2009","Columbia Univ in the City of New York","Physical sciences","Non-Hispanic, black or African American","2",
"2009","Columbia Univ in the City of New York","Physical sciences","Non-Hispanic, white","114",
"2009","Columbia Univ in the City of New York","Psychology","Total for selected values","41",
"2009","Columbia Univ in the City of New York","Psychology","Ethnicity and race unknown or not stated","1",
"2009","Columbia Univ in the City of New York","Psychology","Foreign nationals holding temporary visas, regardless of ethnicity or race","4",
"2009","Columbia Univ in the City of New York","Psychology","Hispanic or Latino ethnicity (one or more races)","2",
"2009","Columbia Univ in the City of New York","Psychology","Non-Hispanic, Asian","2",
"2009","Columbia Univ in the City of New York","Psychology","Non-Hispanic, black or African American","1",
"2009","Columbia Univ in the City of New York","Psychology","Non-Hispanic, white","31",
"2009","Columbia Univ in the City of New York","Social sciences","Total for selected values","606",
"2009","Columbia Univ in the City of New York","Social sciences","Ethnicity and race unknown or not stated","66",
"2009","Columbia Univ in the City of New York","Social sciences","Foreign nationals holding temporary visas, regardless of ethnicity or race","261",
"2009","Columbia Univ in the City of New York","Social sciences","Hispanic or Latino ethnicity (one or more races)","29",
"2009","Columbia Univ in the City of New York","Social sciences","Non-Hispanic, American Indian or Alaska Native","3",
"2009","Columbia Univ in the City of New York","Social sciences","Non-Hispanic, Asian","35",
"2009","Columbia Univ in the City of New York","Social sciences","Non-Hispanic, black or African American","22",
"2009","Columbia Univ in the City of New York","Social sciences","Non-Hispanic, more than one race","6",
"2009","Columbia Univ in the City of New York","Social sciences","Non-Hispanic, white","184",
"2008","Total for selected values","Total for selected values","Total for selected values","4,325",
"2008","Columbia Univ in the City of New York","Total for selected values","Total for selected values","4,325",
"2008","Columbia Univ in the City of New York","Biological sciences","Total for selected values","746",
"2008","Columbia Univ in the City of New York","Biological sciences","Ethnicity and race unknown or not stated","8",
"2008","Columbia Univ in the City of New York","Biological sciences","Foreign nationals holding temporary visas, regardless of ethnicity or race","195",
"2008","Columbia Univ in the City of New York","Biological sciences","Hispanic or Latino ethnicity (one or more races)","35",
"2008","Columbia Univ in the City of New York","Biological sciences","Non-Hispanic, Asian","118",
