Data Download from NCSES Interactive Data Tool,,,,
,,,,
Filters,Selected values,,,
2005,Brown University,Science and engineering,Total for selected values,969
2005,Brown University,Science and engineering,Female,389
2005,Brown University,Science and engineering,Male,580
2005,Columbia Univ in the City of New York,Total for selected values,Total for selected values,"3,315"
2005,Columbia Univ in the City of New York,Science and engineering,Total for selected values,"3,315"
2005,Columbia Univ in the City of New York,Science and engineering,Female,"1,274"
2005,Columbia Univ in the City of New York,Science and engineering,Male,"2,041"
2005,Cornell University,Total for selected values,Total for selected values,"3,995"
2005,Cornell University,Science and engineering,Total for selected values,"3,995"
2005,Cornell University,Science and engineering,Female,"1,637"
2005,Cornell University,Science and engineering,Male,"2,358"
2005,Dartmouth College,Total for selected values,Total for selected values,573
2005,Dartmouth College,Science and engineering,Total for selected values,573
2005,Dartmouth College,Science and engineering,Female,222
2005,Dartmouth College,Science and engineering,Male,351
2005,Duke University,Total for selected values,Total for selected values,"1,804"
2005,Duke University,Science and engineering,Total for selected values,"1,804"
2005,Duke University,Science and engineering,Female,822
2005,Duke University,Science and engineering,Male,982
2005,Harvard University,Total for selected values,Total for selected values,"3,915"
2005,Harvard University,Science and engineering,Total for selected values,"3,915"
2005,Harvard University,Science and engineering,Female,"1,709"
2005,Harvard University,Science and engineering,Male,"2,206"
2005,Massachusetts Institute of Technology,Total for selected values,Total for selected values,"5,559"
2005,Massachusetts Institute of Technology,Science and engineering,Total for selected values,"5,559"
2005,Massachusetts Institute of Technology,Science and engineering,Female,"1,615"
2005,Massachusetts Institute of Technology,Science and engineering,Male,"3,944"
2005,Princeton University,Total for selected values,Total for selected values,"1,538"
2005,Princeton University,Science and engineering,Total for selected values,"1,538"
2005,Princeton University,Science and engineering,Female,553
2005,Princeton University,Science and engineering,Male,985
2005,Stanford University,Total for selected values,Total for selected values,"5,194"
2005,Stanford University,Science and engineering,Total for selected values,"5,194"
2005,Stanford University,Science and engineering,Female,"1,498"
2005,Stanford University,Science and engineering,Male,"3,696"
2005,University of Pennsylvania,Total for selected values,Total for selected values,"2,181"
2005,University of Pennsylvania,Science and engineering,Total for selected values,"2,181"
2005,University of Pennsylvania,Science and engineering,Female,894
2005,University of Pennsylvania,Science and engineering,Male,"1,287"
2005,Yale University,Total for selected values,Total for selected values,"1,590"
2005,Yale University,Science and engineering,Total for selected values,"1,590"
2005,Yale University,Science and engineering,Female,717
2005,Yale University,Science and engineering,Male,873
2004,Total for selected values,Total for selected values,Total for selected values,"30,399"
2004,Brown University,Total for selected values,Total for selected values,953
2004,Brown University,Science and engineering,Total for selected values,953
2004,Brown University,Science and engineering,Female,385
2004,Brown University,Science and engineering,Male,568
2004,Columbia Univ in the City of New York,Total for selected values,Total for selected values,"3,216"
2004,Columbia Univ in the City of New York,Science and engineering,Total for selected values,"3,216"
2004,Columbia Univ in the City of New York,Science and engineering,Female,"1,241"
2004,Columbia Univ in the City of New York,Science and engineering,Male,"1,975"
2004,Cornell University,Total for selected values,Total for selected values,"3,940"
2004,Cornell University,Science and engineering,Total for selected values,"3,940"
2004,Cornell University,Science and engineering,Female,"1,605"
2004,Cornell University,Science and engineering,Male,"2,335"
2004,Dartmouth College,Total for selected values,Total for selected values,566
2004,Dartmouth College,Science and engineering,Total for selected values,566
2004,Dartmouth College,Science and engineering,Female,225
2004,Dartmouth College,Science and engineering,Male,341
2004,Duke University,Total for selected values,Total for selected values,"1,785"
2004,Duke University,Science and engineering,Total for selected values,"1,785"
2004,Duke University,Science and engineering,Female,778
2004,Duke University,Science and engineering,Male,"1,007"
2004,Harvard University,Total for selected values,Total for selected values,"3,827"
2004,Harvard University,Science and engineering,Total for selected values,"3,827"
2004,Harvard University,Science and engineering,Female,"1,665"
2004,Harvard University,Science and engineering,Male,"2,162"
2004,Massachusetts Institute of Technology,Total for selected values,Total for selected values,"5,622"
2004,Massachusetts Institute of Technology,Science and engineering,Total for selected values,"5,622"
2004,Massachusetts Institute of Technology,Science and engineering,Female,"1,646"
2004,Massachusetts Institute of Technology,Science and engineering,Male,"3,976"
2004,Princeton University,Total for selected values,Total for selected values,"1,594"
2004,Princeton University,Science and engineering,Total for selected values,"1,594"
2004,Princeton University,Science and engineering,Female,560
2004,Princeton University,Science and engineering,Male,"1,034"
2004,Stanford University,Total for selected values,Total for selected values,"5,180"
2004,Stanford University,Science and engineering,Total for selected values,"5,180"
2004,Stanford University,Science and engineering,Female,"1,454"
2004,Stanford University,Science and engineering,Male,"3,726"
2004,University of Pennsylvania,Total for selected values,Total for selected values,"2,109"
2004,University of Pennsylvania,Science and engineering,Total for selected values,"2,109"
2004,University of Pennsylvania,Science and engineering,Female,856
2004,University of Pennsylvania,Science and engineering,Male,"1,253"
2004,Yale University,Total for selected values,Total for selected values,"1,607"
2004,Yale University,Science and engineering,Total for selected values,"1,607"
2004,Yale University,Science and engineering,Female,723
2004,Yale University,Science and engineering,Male,884
2003,Total for selected values,Total for selected values,Total for selected values,"28,686"
2003,Brown University,Total for selected values,Total for selected values,874
2003,Brown University,Science and engineering,Total for selected values,874
2003,Brown University,Science and engineering,Female,335
2003,Brown University,Science and engineering,Male,539
2003,Columbia Univ in the City of New York,Total for selected values,Total for selected values,"2,354"
2003,Columbia Univ in the City of New York,Science and engineering,Total for selected values,"2,354"
2003,Columbia Univ in the City of New York,Science and engineering,Female,795
2003,Columbia Univ in the City of New York,Science and engineering,Male,"1,559"
2003,Cornell University,Total for selected values,Total for selected values,"3,970"
2003,Cornell University,Science and engineering,Total for selected values,"3,970"
2003,Cornell University,Science and engineering,Female,"1,584"
2003,Cornell University,Science and engineering,Male,"2,386"
2003,Dartmouth College,Total for selected values,Total for selected values,544
2003,Dartmouth College,Science and engineering,Total for selected values,544
2003,Dartmouth College,Science and engineering,Female,218
2003,Dartmouth College,Science and engineering,Male,326
2003,Duke University,Total for selected values,Total for selected values,"1,693"
2003,Duke University,Science and engineering,Total for selected values,"1,693"
2003,Duke University,Science and engineering,Female,735
2003,Duke University,Science and engineering,Male,958
2003,Harvard University,Total for selected values,Total for selected values,"3,626"
2003,Harvard University,Science and engineering,Total for selected values,"3,626"
2003,Harvard University,Science and engineering,Female,"1,563"
2003,Harvard University,Science and engineering,Male,"2,063"
2003,Massachusetts Institute of Technology,Total for selected values,Total for selected values,"5,615"
2003,Massachusetts Institute of Technology,Science and engineering,Total for selected values,"5,615"
2003,Massachusetts Institute of Technology,Science and engineering,Female,"1,616"
2003,Massachusetts Institute of Technology,Science and engineering,Male,"3,999"
2003,Princeton University,Total for selected values,Total for selected values,"1,559"
2003,Princeton University,Science and engineering,Total for selected values,"1,559"
2003,Princeton University,Science and engineering,Female,530
2003,Princeton University,Science and engineering,Male,"1,029"
2003,Stanford University,Total for selected values,Total for selected values,"4,747"
2003,Stanford University,Science and engineering,Total for selected values,"4,747"
2003,Stanford University,Science and engineering,Female,"1,300"
2003,Stanford University,Science and engineering,Male,"3,447"
2003,University of Pennsylvania,Total for selected values,Total for selected values,"2,115"
2003,University of Pennsylvania,Science and engineering,Total for selected values,"2,115"
2003,University of Pennsylvania,Science and engineering,Female,838
2003,University of Pennsylvania,Science and engineering,Male,"1,277"
2003,Yale University,Total for selected values,Total for selected values,"1,589"
2003,Yale University,Science and engineering,Total for selected values,"1,589"
2003,Yale University,Science and engineering,Female,728
2003,Yale University,Science and engineering,Male,861
2002,Total for selected values,Total for selected values,Total for selected values,"27,722"
2002,Brown University,Total for selected values,Total for selected values,813
2002,Brown University,Science and engineering,Total for selected values,813
2002,Brown University,Science and engineering,Female,316
2002,Brown University,Science and engineering,Male,497
2002,Columbia Univ in the City of New York,Total for selected values,Total for selected values,"2,132"
2002,Columbia Univ in the City of New York,Science and engineering,Total for selected values,"2,132"
2002,Columbia Univ in the City of New York,Science and engineering,Female,752
2002,Columbia Univ in the City of New York,Science and engineering,Male,"1,380"
2002,Cornell University,Total for selected values,Total for selected values,"3,797"
2002,Cornell University,Science and engineering,Total for selected values,"3,797"
2002,Cornell University,Science and engineering,Female,"1,501"
2002,Cornell University,Science and engineering,Male,"2,296"
2002,Dartmouth College,Total for selected values,Total for selected values,521
2002,Dartmouth College,Science and engineering,Total for selected values,521
2002,Dartmouth College,Science and engineering,Female,201
2002,Dartmouth College,Science and engineering,Male,320
2002,Duke University,Total for selected values,Total for selected values,"1,644"
2002,Duke University,Science and engineering,Total for selected values,"1,644"
2002,Duke University,Science and engineering,Female,685
2002,Duke University,Science and engineering,Male,959
2002,Harvard University,Total for selected values,Total for selected values,"3,564"
2002,Harvard University,Science and engineering,Total for selected values,"3,564"
2002,Harvard University,Science and engineering,Female,"1,593"
2002,Harvard University,Science and engineering,Male,"1,971"
2002,Massachusetts Institute of Technology,Total for selected values,Total for selected values,"5,571"
2002,Massachusetts Institute of Technology,Science and engineering,Total for selected values,"5,571"
2002,Massachusetts Institute of Technology,Science and engineering,Female,"1,579"
2002,Massachusetts Institute of Technology,Science and engineering,Male,"3,992"
2002,Princeton University,Total for selected values,Total for selected values,"1,514"
2002,Princeton University,Science and engineering,Total for selected values,"1,514"
2002,Princeton University,Science and engineering,Female,509
2002,Princeton University,Science and engineering,Male,"1,005"
2002,Stanford University,Total for selected values,Total for selected values,"4,719"
2002,Stanford University,Science and engineering,Total for selected values,"4,719"
2002,Stanford University,Science and engineering,Female,"1,288"
2002,Stanford University,Science and engineering,Male,"3,431"
2002,University of Pennsylvania,Total for selected values,Total for selected values,"2,055"
2002,University of Pennsylvania,Science and engineering,Total for selected values,"2,055"
2002,University of Pennsylvania,Science and engineering,Female,817
2002,University of Pennsylvania,Science and engineering,Male,"1,238"
2002,Yale University,Total for selected values,Total for selected values,"1,392"
2002,Yale University,Science and engineering,Total for selected values,"1,392"
2002,Yale University,Science and engineering,Female,638
2002,Yale University,Science and engineering,Male,754
2001,Total for selected values,Total for selected values,Total for selected values,"26,107"
2001,Brown University,Total for selected values,Total for selected values,772
2001,Brown University,Science and engineering,Total for selected values,772
2001,Brown University,Science and engineering,Female,287
2001,Brown University,Science and engineering,Male,485
2001,Columbia Univ in the City of New York,Total for selected values,Total for selected values,"1,974"
2001,Columbia Univ in the City of New York,Science and engineering,Total for selected values,"1,974"
2001,Columbia Univ in the City of New York,Science and engineering,Female,683
2001,Columbia Univ in the City of New York,Science and engineering,Male,"1,291"
2001,Cornell University,Total for selected values,Total for selected values,"3,679"
2001,Cornell University,Science and engineering,Total for selected values,"3,679"
2001,Cornell University,Science and engineering,Female,"1,465"
2001,Cornell University,Science and engineering,Male,"2,214"
2001,Dartmouth College,Total for selected values,Total for selected values,447
2001,Dartmouth College,Science and engineering,Total for selected values,447
2001,Dartmouth College,Science and engineering,Female,171
2001,Dartmouth College,Science and engineering,Male,276
2001,Duke University,Total for selected values,Total for selected values,"1,503"
2001,Duke University,Science and engineering,Total for selected values,"1,503"
2001,Duke University,Science and engineering,Female,613
2001,Duke University,Science and engineering,Male,890
2001,Harvard University,Total for selected values,Total for selected values,"3,548"
2001,Harvard University,Science and engineering,Total for selected values,"3,548"
2001,Harvard University,Science and engineering,Female,"1,566"
2001,Harvard University,Science and engineering,Male,"1,982"
2001,Massachusetts Institute of Technology,Total for selected values,Total for selected values,"4,481"
2001,Massachusetts Institute of Technology,Science and engineering,Total for selected values,"4,481"
2001,Massachusetts Institute of Technology,Science and engineering,Female,"1,293"
2001,Massachusetts Institute of Technology,Science and engineering,Male,"3,188"
2001,Princeton University,Total for selected values,Total for selected values,"1,485"
2001,Princeton University,Science and engineering,Total for selected values,"1,485"
2001,Princeton University,Science and engineering,Female,497
2001,Princeton University,Science and engineering,Male,988
2001,Stanford University,Total for selected values,Total for selected values,"4,793"
2001,Stanford University,Science and engineering,Total for selected values,"4,793"
2001,Stanford University,Science and engineering,Female,"1,324"
2001,Stanford University,Science and engineering,Male,"3,469"
2001,University of Pennsylvania,Total for selected values,Total for selected values,"2,002"
2001,University of Pennsylvania,Science and engineering,Total for selected values,"2,002"
2001,University of Pennsylvania,Science and engineering,Female,818
2001,University of Pennsylvania,Science and engineering,Male,"1,184"
2001,Yale University,Total for selected values,Total for selected values,"1,423"
2001,Yale University,Science and engineering,Total for selected values,"1,423"
2001,Yale University,Science and engineering,Female,614
2001,Yale University,Science and engineering,Male,809
2000,Total for selected values,Total for selected values,Total for selected values,"25,187"
2000,Brown University,Total for selected values,Total for selected values,753
2000,Brown University,Science and engineering,Total for selected values,753
2000,Brown University,Science and engineering,Female,248
2000,Brown University,Science and engineering,Male,505
2000,Columbia Univ in the City of New York,Total for selected values,Total for selected values,"2,182"
2000,Columbia Univ in the City of New York,Science and engineering,Total for selected values,"2,182"
2000,Columbia Univ in the City of New York,Science and engineering,Female,805
2000,Columbia Univ in the City of New York,Science and engineering,Male,"1,377"
2000,Cornell University,Total for selected values,Total for selected values,"3,429"
2000,Cornell University,Science and engineering,Total for selected values,"3,429"
2000,Cornell University,Science and engineering,Female,"1,369"
2000,Cornell University,Science and engineering,Male,"2,060"
2000,Dartmouth College,Total for selected values,Total for selected values,444
2000,Dartmouth College,Science and engineering,Total for selected values,444
2000,Dartmouth College,Science and engineering,Female,170
2000,Dartmouth College,Science and engineering,Male,274
2000,Duke University,Total for selected values,Total for selected values,"1,496"
2000,Duke University,Science and engineering,Total for selected values,"1,496"
2000,Duke University,Science and engineering,Female,616
2000,Duke University,Science and engineering,Male,880
2000,Harvard University,Total for selected values,Total for selected values,"3,211"
2000,Harvard University,Science and engineering,Total for selected values,"3,211"
2000,Harvard University,Science and engineering,Female,"1,392"
2000,Harvard University,Science and engineering,Male,"1,819"
2000,Massachusetts Institute of Technology,Total for selected values,Total for selected values,"4,381"
2000,Massachusetts Institute of Technology,Science and engineering,Total for selected values,"4,381"
2000,Massachusetts Institute of Technology,Science and engineering,Female,"1,191"
2000,Massachusetts Institute of Technology,Science and engineering,Male,"3,190"
2000,Princeton University,Total for selected values,Total for selected values,"1,427"
2000,Princeton University,Science and engineering,Total for selected values,"1,427"
2000,Princeton University,Science and engineering,Female,480
2000,Princeton University,Science and engineering,Male,947
2000,Stanford University,Total for selected values,Total for selected values,"4,604"
2000,Stanford University,Science and engineering,Total for selected values,"4,604"
2000,Stanford University,Science and engineering,Female,"1,275"
2000,Stanford University,Science and engineering,Male,"3,329"
2000,University of Pennsylvania,Total for selected values,Total for selected values,"1,910"
2000,University of Pennsylvania,Science and engineering,Total for selected values,"1,910"
2000,University of Pennsylvania,Science and engineering,Female,760
2000,University of Pennsylvania,Science and engineering,Male,"1,150"
2000,Yale University,Total for selected values,Total for selected values,"1,350"
2000,Yale University,Science and engineering,Total for selected values,"1,350"
2000,Yale University,Science and engineering,Female,572
2000,Yale University,Science and engineering,Male,778
1999,Total for selected values,Total for selected values,Total for selected values,"25,100"
1999,Brown University,Total for selected values,Total for selected values,722
1999,Brown University,Science and engineering,Total for selected values,722
1999,Brown University,Science and engineering,Female,247
1999,Brown University,Science and engineering,Male,475
1999,Columbia Univ in the City of New York,Total for selected values,Total for selected values,"2,333"
1999,Columbia Univ in the City of New York,Science and engineering,Total for selected values,"2,333"
1999,Columbia Univ in the City of New York,Science and engineering,Female,890
1999,Columbia Univ in the City of New York,Science and engineering,Male,"1,443"
1999,Cornell University,Total for selected values,Total for selected values,"3,460"
1999,Cornell University,Science and engineering,Total for selected values,"3,460"
1999,Cornell University,Science and engineering,Female,"1,369"
1999,Cornell University,Science and engineering,Male,"2,091"
1999,Dartmouth College,Total for selected values,Total for selected values,420
1999,Dartmouth College,Science and engineering,Total for selected values,420
1999,Dartmouth College,Science and engineering,Female,150
1999,Dartmouth College,Science and engineering,Male,270
1999,Duke University,Total for selected values,Total for selected values,"1,422"
1999,Duke University,Science and engineering,Total for selected values,"1,422"
1999,Duke University,Science and engineering,Female,557
1999,Duke University,Science and engineering,Male,865
1999,Harvard University,Total for selected values,Total for selected values,"3,087"
1999,Harvard University,Science and engineering,Total for selected values,"3,087"
1999,Harvard University,Science and engineering,Female,"1,293"
1999,Harvard University,Science and engineering,Male,"1,794"
1999,Massachusetts Institute of Technology,Total for selected values,Total for selected values,"4,304"
1999,Massachusetts Institute of Technology,Science and engineering,Total for selected values,"4,304"
1999,Massachusetts Institute of Technology,Science and engineering,Female,"1,164"
1999,Massachusetts Institute of Technology,Science and engineering,Male,"3,140"
1999,Princeton University,Total for selected values,Total for selected values,"1,323"
1999,Princeton University,Science and engineering,Total for selected values,"1,323"
1999,Princeton University,Science and engineering,Female,445
1999,Princeton University,Science and engineering,Male,878
1999,Stanford University,Total for selected values,Total for selected values,"4,711"
1999,Stanford University,Science and engineering,Total for selected values,"4,711"
1999,Stanford University,Science and engineering,Female,"1,263"
1999,Stanford University,Science and engineering,Male,"3,448"
1999,University of Pennsylvania,Total for selected values,Total for selected values,"1,996"
1999,University of Pennsylvania,Science and engineering,Total for selected values,"1,996"
1999,University of Pennsylvania,Science and engineering,Female,782
1999,University of Pennsylvania,Science and engineering,Male,"1,214"
1999,Yale University,Total for selected values,Total for selected values,"1,322"
1999,Yale University,Science and engineering,Total for selected values,"1,322"
1999,Yale University,Science and engineering,Female,540
1999,Yale University,Science and engineering,Male,782
1998,Total for selected values,Total for selected values,Total for selected values,"24,311"
1998,Brown University,Total for selected values,Total for selected values,701
1998,Brown University,Science and engineering,Total for selected values,701
1998,Brown University,Science and engineering,Female,231
1998,Brown University,Science and engineering,Male,470
1998,Columbia Univ in the City of New York,Total for selected values,Total for selected values,"2,419"
1998,Columbia Univ in the City of New York,Science and engineering,Total for selected values,"2,419"
1998,Columbia Univ in the City of New York,Science and engineering,Female,923
1998,Columbia Univ in the City of New York,Science and engineering,Male,"1,496"
1998,Cornell University,Total for selected values,Total for selected values,"3,353"
1998,Cornell University,Science and engineering,Total for selected values,"3,353"
1998,Cornell University,Science and engineering,Female,"1,266"
1998,Cornell University,Science and engineering,Male,"2,087"
1998,Dartmouth College,Total for selected values,Total for selected values,308
1998,Dartmouth College,Science and engineering,Total for selected values,308
1998,Dartmouth College,Science and engineering,Female,108
1998,Dartmouth College,Science and engineering,Male,200
1998,Duke University,Total for selected values,Total for selected values,"1,343"
1998,Duke University,Science and engineering,Total for selected values,"1,343"
1998,Duke University,Science and engineering,Female,518
1998,Duke University,Science and engineering,Male,825
1998,Harvard University,Total for selected values,Total for selected values,"3,016"
1998,Harvard University,Science and engineering,Total for selected values,"3,016"
1998,Harvard University,Science and engineering,Female,"1,247"
1998,Harvard University,Science and engineering,Male,"1,769"
1998,Massachusetts Institute of Technology,Total for selected values,Total for selected values,"4,145"
1998,Massachusetts Institute of Technology,Science and engineering,Total for selected values,"4,145"
1998,Massachusetts Institute of Technology,Science and engineering,Female,"1,077"
1998,Massachusetts Institute of Technology,Science and engineering,Male,"3,068"
1998,Princeton University,Total for selected values,Total for selected values,"1,309"
1998,Princeton University,Science and engineering,Total for selected values,"1,309"
1998,Princeton University,Science and engineering,Female,417
1998,Princeton University,Science and engineering,Male,892
1998,Stanford University,Total for selected values,Total for selected values,"4,469"
1998,Stanford University,Science and engineering,Total for selected values,"4,469"
1998,Stanford University,Science and engineering,Female,"1,147"
1998,Stanford University,Science and engineering,Male,"3,322"
1998,University of Pennsylvania,Total for selected values,Total for selected values,"1,933"
1998,University of Pennsylvania,Science and engineering,Total for selected values,"1,933"
1998,University of Pennsylvania,Science and engineering,Female,715
1998,University of Pennsylvania,Science and engineering,Male,"1,218"
1998,Yale University,Total for selected values,Total for selected values,"1,315"
1998,Yale University,Science and engineering,Total for selected values,"1,315"
1998,Yale University,Science and engineering,Female,540
1998,Yale University,Science and engineering,Male,775
1997,Total for selected values,Total for selected values,Total for selected values,"23,859"
1997,Brown University,Total for selected values,Total for selected values,717
1997,Brown University,Science and engineering,Total for selected values,717
1997,Brown University,Science and engineering,Female,235
1997,Brown University,Science and engineering,Male,482
1997,Columbia Univ in the City of New York,Total for selected values,Total for selected values,"2,385"
1997,Columbia Univ in the City of New York,Science and engineering,Total for selected values,"2,385"
1997,Columbia Univ in the City of New York,Science and engineering,Female,853
1997,Columbia Univ in the City of New York,Science and engineering,Male,"1,532"
1997,Cornell University,Total for selected values,Total for selected values,"3,225"
1997,Cornell University,Science and engineering,Total for selected values,"3,225"
1997,Cornell University,Science and engineering,Female,"1,204"
1997,Cornell University,Science and engineering,Male,"2,021"
1997,Dartmouth College,Total for selected values,Total for selected values,357
1997,Dartmouth College,Science and engineering,Total for selected values,357
1997,Dartmouth College,Science and engineering,Female,132
1997,Dartmouth College,Science and engineering,Male,225
1997,Duke University,Total for selected values,Total for selected values,"1,274"
1997,Duke University,Science and engineering,Total for selected values,"1,274"
1997,Duke University,Science and engineering,Female,489
1997,Duke University,Science and engineering,Male,785
1997,Harvard University,Total for selected values,Total for selected values,"3,024"
1997,Harvard University,Science and engineering,Total for selected values,"3,024"
1997,Harvard University,Science and engineering,Female,"1,220"
1997,Harvard University,Science and engineering,Male,"1,804"
1997,Massachusetts Institute of Technology,Total for selected values,Total for selected values,"4,074"
1997,Massachusetts Institute of Technology,Science and engineering,Total for selected values,"4,074"
1997,Massachusetts Institute of Technology,Science and engineering,Female,"1,021"
1997,Massachusetts Institute of Technology,Science and engineering,Male,"3,053"
1997,Princeton University,Total for selected values,Total for selected values,"1,240"
1997,Princeton University,Science and engineering,Total for selected values,"1,240"
1997,Princeton University,Science and engineering,Female,409
1997,Princeton University,Science and engineering,Male,831
1997,Stanford University,Total for selected values,Total for selected values,"4,322"
1997,Stanford University,Science and engineering,Total for selected values,"4,322"
1997,Stanford University,Science and engineering,Female,"1,131"
1997,Stanford University,Science and engineering,Male,"3,191"
1997,University of Pennsylvania,Total for selected values,Total for selected values,"1,929"
1997,University of Pennsylvania,Science and engineering,Total for selected values,"1,929"
1997,University of Pennsylvania,Science and engineering,Female,699
1997,University of Pennsylvania,Science and engineering,Male,"1,230"
1997,Yale University,Total for selected values,Total for selected values,"1,312"
1997,Yale University,Science and engineering,Total for selected values,"1,312"
1997,Yale University,Science and engineering,Female,526
1997,Yale University,Science and engineering,Male,786
1996,Total for selected values,Total for selected values,Total for selected values,"24,948"
1996,Brown University,Total for selected values,Total for selected values,733
1996,Brown University,Science and engineering,Total for selected values,733
1996,Brown University,Science and engineering,Female,240
1996,Brown University,Science and engineering,Male,493
1996,Columbia Univ in the City of New York,Total for selected values,Total for selected values,"2,442"
1996,Columbia Univ in the City of New York,Science and engineering,Total for selected values,"2,442"
1996,Columbia Univ in the City of New York,Science and engineering,Female,746
1996,Columbia Univ in the City of New York,Science and engineering,Male,"1,696"
1996,Cornell University,Total for selected values,Total for selected values,"3,495"
1996,Cornell University,Science and engineering,Total for selected values,"3,495"
1996,Cornell University,Science and engineering,Female,"1,295"
1996,Cornell University,Science and engineering,Male,"2,200"
1996,Dartmouth College,Total for selected values,Total for selected values,351
1996,Dartmouth College,Science and engineering,Total for selected values,351
1996,Dartmouth College,Science and engineering,Female,121
1996,Dartmouth College,Science and engineering,Male,230
1996,Duke University,Total for selected values,Total for selected values,"1,326"
1996,Duke University,Science and engineering,Total for selected values,"1,326"
1996,Duke University,Science and engineering,Female,486
1996,Duke University,Science and engineering,Male,840
1996,Harvard University,Total for selected values,Total for selected values,"3,097"
1996,Harvard University,Science and engineering,Total for selected values,"3,097"
1996,Harvard University,Science and engineering,Female,"1,258"
1996,Harvard University,Science and engineering,Male,"1,839"
1996,Massachusetts Institute of Technology,Total for selected values,Total for selected values,"4,168"
1996,Massachusetts Institute of Technology,Science and engineering,Total for selected values,"4,168"
1996,Massachusetts Institute of Technology,Science and engineering,Female,985
1996,Massachusetts Institute of Technology,Science and engineering,Male,"3,183"
1996,Princeton University,Total for selected values,Total for selected values,"1,266"
1996,Princeton University,Science and engineering,Total for selected values,"1,266"
1996,Princeton University,Science and engineering,Female,400
1996,Princeton University,Science and engineering,Male,866
1996,Stanford University,Total for selected values,Total for selected values,"4,510"
1996,Stanford University,Science and engineering,Total for selected values,"4,510"
1996,Stanford University,Science and engineering,Female,"1,122"
1996,Stanford University,Science and engineering,Male,"3,388"
1996,University of Pennsylvania,Total for selected values,Total for selected values,"2,104"
1996,University of Pennsylvania,Science and engineering,Total for selected values,"2,104"
1996,University of Pennsylvania,Science and engineering,Female,743
1996,University of Pennsylvania,Science and engineering,Male,"1,361"
1996,Yale University,Total for selected values,Total for selected values,"1,456"
1996,Yale University,Science and engineering,Total for selected values,"1,456"
1996,Yale University,Science and engineering,Female,616
1996,Yale University,Science and engineering,Male,840
1995,Total for selected values,Total for selected values,Total for selected values,"25,568"
1995,Brown University,Total for selected values,Total for selected values,760
1995,Brown University,Science and engineering,Total for selected values,760
1995,Brown University,Science and engineering,Female,271
1995,Brown University,Science and engineering,Male,489
1995,Columbia Univ in the City of New York,Total for selected values,Total for selected values,"2,309"
1995,Columbia Univ in the City of New York,Science and engineering,Total for selected values,"2,309"
1995,Columbia Univ in the City of New York,Science and engineering,Female,735
1995,Columbia Univ in the City of New York,Science and engineering,Male,"1,574"
1995,Cornell University,Total for selected values,Total for selected values,"3,640"
1995,Cornell University,Science and engineering,Total for selected values,"3,640"
1995,Cornell University,Science and engineering,Female,"1,320"
1995,Cornell University,Science and engineering,Male,"2,320"
1995,Dartmouth College,Total for selected values,Total for selected values,363
1995,Dartmouth College,Science and engineering,Total for selected values,363
1995,Dartmouth College,Science and engineering,Female,138
1995,Dartmouth College,Science and engineering,Male,225
1995,Duke University,Total for selected values,Total for selected values,"1,347"
1995,Duke University,Science and engineering,Total for selected values,"1,347"
1995,Duke University,Science and engineering,Female,500
1995,Duke University,Science and engineering,Male,847
1995,Harvard University,Total for selected values,Total for selected values,"3,185"
1995,Harvard University,Science and engineering,Total for selected values,"3,185"
1995,Harvard University,Science and engineering,Female,"1,299"
1995,Harvard University,Science and engineering,Male,"1,886"
1995,Massachusetts Institute of Technology,Total for selected values,Total for selected values,"4,206"
1995,Massachusetts Institute of Technology,Science and engineering,Total for selected values,"4,206"
1995,Massachusetts Institute of Technology,Science and engineering,Female,"1,007"
1995,Massachusetts Institute of Technology,Science and engineering,Male,"3,199"
1995,Princeton University,Total for selected values,Total for selected values,"1,307"
1995,Princeton University,Science and engineering,Total for selected values,"1,307"
1995,Princeton University,Science and engineering,Female,423
1995,Princeton University,Science and engineering,Male,884
1995,Stanford University,Total for selected values,Total for selected values,"4,526"
1995,Stanford University,Science and engineering,Total for selected values,"4,526"
1995,Stanford University,Science and engineering,Female,"1,119"
1995,Stanford University,Science and engineering,Male,"3,407"
1995,University of Pennsylvania,Total for selected values,Total for selected values,"2,386"
1995,University of Pennsylvania,Science and engineering,Total for selected values,"2,386"
1995,University of Pennsylvania,Science and engineering,Female,802
1995,University of Pennsylvania,Science and engineering,Male,"1,584"
1995,Yale University,Total for selected values,Total for selected values,"1,539"
1995,Yale University,Science and engineering,Total for selected values,"1,539"
1995,Yale University,Science and engineering,Female,622
1995,Yale University,Science and engineering,Male,917
1994,Total for selected values,Total for selected values,Total for selected values,"25,880"
1994,Brown University,Total for selected values,Total for selected values,766
1994,Brown University,Science and engineering,Total for selected values,766
1994,Brown University,Science and engineering,Female,270
1994,Brown University,Science and engineering,Male,496
1994,Columbia Univ in the City of New York,Total for selected values,Total for selected values,"2,411"
1994,Columbia Univ in the City of New York,Science and engineering,Total for selected values,"2,411"
1994,Columbia Univ in the City of New York,Science and engineering,Female,737
1994,Columbia Univ in the City of New York,Science and engineering,Male,"1,674"
1994,Cornell University,Total for selected values,Total for selected values,"3,683"
1994,Cornell University,Science and engineering,Total for selected values,"3,683"
1994,Cornell University,Science and engineering,Female,"1,317"
1994,Cornell University,Science and engineering,Male,"2,366"
1994,Dartmouth College,Total for selected values,Total for selected values,371
1994,Dartmouth College,Science and engineering,Total for selected values,371
1994,Dartmouth College,Science and engineering,Female,134
1994,Dartmouth College,Science and engineering,Male,237
