Data Download from NCSES Interactive Data Tool,,,,
,,,,
Filters,Selected values,,,
1998,Cornell University,Total for selected values,554,"3,434"
1998,Cornell University,Female,195,"1,308"
1998,Cornell University,Male,359,"2,126"
1998,Dartmouth College,Total for selected values,73,381
1998,Dartmouth College,Female,24,155
1998,Dartmouth College,Male,49,226
1998,Duke University,Total for selected values,609,"1,403"
1998,Duke University,Female,185,567
1998,Duke University,Male,424,836
1998,Harvard University,Total for selected values,"3,417","3,605"
1998,Harvard University,Female,"1,105","1,408"
1998,Harvard University,Male,"2,312","2,197"
1998,Massachusetts Institute of Technology,Total for selected values,456,"4,419"
1998,Massachusetts Institute of Technology,Female,103,"1,145"
1998,Massachusetts Institute of Technology,Male,353,"3,274"
1998,Princeton University,Total for selected values,319,"1,309"
1998,Princeton University,Female,80,417
1998,Princeton University,Male,239,892
1998,Stanford University,Total for selected values,"1,089","4,603"
1998,Stanford University,Female,375,"1,203"
1998,Stanford University,Male,714,"3,400"
1998,University of Pennsylvania,Total for selected values,904,"2,023"
1998,University of Pennsylvania,Female,330,750
1998,University of Pennsylvania,Male,574,"1,273"
1998,Yale University,Total for selected values,742,"1,604"
1998,Yale University,Female,241,779
1998,Yale University,Male,501,825
1997,Total for selected values,Total for selected values,"8,112","25,366"
1997,Brown University,Total for selected values,135,734
1997,Brown University,Female,43,241
1997,Brown University,Male,92,493
1997,Columbia Univ in the City of New York,Total for selected values,503,"2,389"
1997,Columbia Univ in the City of New York,Female,168,854
1997,Columbia Univ in the City of New York,Male,335,"1,535"
1997,Cornell University,Total for selected values,560,"3,299"
1997,Cornell University,Female,200,"1,244"
1997,Cornell University,Male,360,"2,055"
1997,Dartmouth College,Total for selected values,95,438
1997,Dartmouth College,Female,38,176
1997,Dartmouth College,Male,57,262
1997,Duke University,Total for selected values,453,"1,338"
1997,Duke University,Female,162,539
1997,Duke University,Male,291,799
1997,Harvard University,Total for selected values,"2,505","3,507"
1997,Harvard University,Female,791,"1,324"
1997,Harvard University,Male,"1,714","2,183"
1997,Massachusetts Institute of Technology,Total for selected values,514,"4,328"
1997,Massachusetts Institute of Technology,Female,116,"1,080"
1997,Massachusetts Institute of Technology,Male,398,"3,248"
1997,Princeton University,Total for selected values,309,"1,240"
1997,Princeton University,Female,77,409
1997,Princeton University,Male,232,831
1997,Stanford University,Total for selected values,"1,231","4,465"
1997,Stanford University,Female,426,"1,195"
1997,Stanford University,Male,805,"3,270"
1997,University of Pennsylvania,Total for selected values,"1,051","2,022"
1997,University of Pennsylvania,Female,386,736
1997,University of Pennsylvania,Male,665,"1,286"
1997,Yale University,Total for selected values,756,"1,606"
1997,Yale University,Female,255,775
1997,Yale University,Male,501,831
1996,Total for selected values,Total for selected values,"7,789","26,470"
1996,Brown University,Total for selected values,120,745
1996,Brown University,Female,31,245
1996,Brown University,Male,89,500
1996,Columbia Univ in the City of New York,Total for selected values,513,"2,442"
1996,Columbia Univ in the City of New York,Female,167,746
1996,Columbia Univ in the City of New York,Male,346,"1,696"
1996,Cornell University,Total for selected values,599,"3,568"
1996,Cornell University,Female,189,"1,332"
1996,Cornell University,Male,410,"2,236"
1996,Dartmouth College,Total for selected values,110,351
1996,Dartmouth College,Female,45,121
1996,Dartmouth College,Male,65,230
1996,Duke University,Total for selected values,476,"1,392"
1996,Duke University,Female,174,537
1996,Duke University,Male,302,855
1996,Harvard University,Total for selected values,"2,394","3,670"
1996,Harvard University,Female,726,"1,421"
1996,Harvard University,Male,"1,668","2,249"
1996,Massachusetts Institute of Technology,Total for selected values,481,"4,431"
1996,Massachusetts Institute of Technology,Female,108,"1,057"
1996,Massachusetts Institute of Technology,Male,373,"3,374"
1996,Princeton University,Total for selected values,293,"1,266"
1996,Princeton University,Female,89,400
1996,Princeton University,Male,204,866
1996,Stanford University,Total for selected values,"1,072","4,660"
1996,Stanford University,Female,335,"1,182"
1996,Stanford University,Male,737,"3,478"
1996,University of Pennsylvania,Total for selected values,849,"2,200"
1996,University of Pennsylvania,Female,312,784
1996,University of Pennsylvania,Male,537,"1,416"
1996,Yale University,Total for selected values,882,"1,745"
1996,Yale University,Female,286,862
1996,Yale University,Male,596,883
1995,Total for selected values,Total for selected values,"7,267","27,435"
1995,Brown University,Total for selected values,99,770
1995,Brown University,Female,21,276
1995,Brown University,Male,78,494
1995,Columbia Univ in the City of New York,Total for selected values,384,"2,909"
1995,Columbia Univ in the City of New York,Female,119,"1,130"
1995,Columbia Univ in the City of New York,Male,265,"1,779"
1995,Cornell University,Total for selected values,557,"3,720"
1995,Cornell University,Female,156,"1,365"
1995,Cornell University,Male,401,"2,355"
1995,Dartmouth College,Total for selected values,94,363
1995,Dartmouth College,Female,34,138
1995,Dartmouth College,Male,60,225
1995,Duke University,Total for selected values,438,"1,401"
1995,Duke University,Female,131,544
1995,Duke University,Male,307,857
1995,Harvard University,Total for selected values,"2,191","3,525"
1995,Harvard University,Female,692,"1,483"
1995,Harvard University,Male,"1,499","2,042"
1995,Massachusetts Institute of Technology,Total for selected values,494,"4,440"
1995,Massachusetts Institute of Technology,Female,113,"1,073"
1995,Massachusetts Institute of Technology,Male,381,"3,367"
1995,Princeton University,Total for selected values,302,"1,307"
1995,Princeton University,Female,89,423
1995,Princeton University,Male,213,884
1995,Stanford University,Total for selected values,"1,013","4,674"
1995,Stanford University,Female,360,"1,191"
1995,Stanford University,Male,653,"3,483"
1995,University of Pennsylvania,Total for selected values,817,"2,485"
1995,University of Pennsylvania,Female,275,839
1995,University of Pennsylvania,Male,542,"1,646"
1995,Yale University,Total for selected values,878,"1,841"
1995,Yale University,Female,294,873
1995,Yale University,Male,584,968
1994,Total for selected values,Total for selected values,"7,931","27,559"
1994,Brown University,Total for selected values,88,776
1994,Brown University,Female,23,275
1994,Brown University,Male,65,501
1994,Columbia Univ in the City of New York,Total for selected values,411,"3,006"
1994,Columbia Univ in the City of New York,Female,141,"1,136"
1994,Columbia Univ in the City of New York,Male,270,"1,870"
1994,Cornell University,Total for selected values,601,"3,766"
1994,Cornell University,Female,167,"1,359"
1994,Cornell University,Male,434,"2,407"
1994,Dartmouth College,Total for selected values,87,371
1994,Dartmouth College,Female,34,134
1994,Dartmouth College,Male,53,237
1994,Duke University,Total for selected values,459,"1,429"
1994,Duke University,Female,133,543
1994,Duke University,Male,326,886
1994,Harvard University,Total for selected values,"2,857","3,570"
1994,Harvard University,Female,890,"1,496"
1994,Harvard University,Male,"1,967","2,074"
1994,Massachusetts Institute of Technology,Total for selected values,464,"4,432"
1994,Massachusetts Institute of Technology,Female,114,"1,008"
1994,Massachusetts Institute of Technology,Male,350,"3,424"
1994,Princeton University,Total for selected values,289,"1,298"
1994,Princeton University,Female,73,429
1994,Princeton University,Male,216,869
1994,Stanford University,Total for selected values,"1,009","4,638"
1994,Stanford University,Female,340,"1,109"
1994,Stanford University,Male,669,"3,529"
1994,University of Pennsylvania,Total for selected values,796,"2,445"
1994,University of Pennsylvania,Female,264,812
1994,University of Pennsylvania,Male,532,"1,633"
1994,Yale University,Total for selected values,870,"1,828"
1994,Yale University,Female,269,855
1994,Yale University,Male,601,973
,,,,
,,,,
NOTES:,,,,
,,,,
"SOURCE: National Science Foundation, National Center for Science and Engineering Statistics, Graduate Students and Postdoctorates in Science and Engineering Survey.",,,,
Downloaded 2019/04/15 at 16:46:01 PM EST,,,,
